nama_provinsi,kode_provinsi,tahun,bulan,capaian_pengadaan,capaian_kontrak,capaian_pelaksanaan,capaian_PHO,latitude,longitude
"Prov. Kalimantan Timur",6400,2012,10,89,77,58,54,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2012,11,99,88,77,72,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2012,12,99,99,99,99,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,1,1,,,,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,2,5,,,,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,3,18,14,14,,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,4,40,21,21,,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,5,41,27,27,,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,6,57,34,34,,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,7,61,39,39,8,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,8,65,42,42,9,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,9,,,,,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,10,,,,,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,11,,,,,-.5022222,117.1536
"Prov. Kalimantan Timur",6400,2013,12,,,,,-.5022222,117.1536
"Prov. Sulawesi Utara",7100,2012,1,,,,,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,2,,,,,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,3,37,,,,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,4,37,16,,,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,5,37,35,22,,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,6,37,35,30,,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,7,37,40,33,6,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,8,37,40,35,12,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,9,95,44,37,16,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,10,96,49,39,21,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,11,97,95,75,72,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2012,12,98,98,97.09,95.37,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,1,9.75,,,,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,2,12.9,,,,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,3,50.95,20.25,20.25,.32,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,4,75.54,58.5,48.98,3.06,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,5,82.31,70.07,54.76,3.74,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,6,87.89,83.39,70.24,16.96,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,7,90.56,84.97,75.52,54.55,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,8,94.33,90.07,79.51,54.55,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,9,97.86,96.09,83.99,54.55,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,10,,,,,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,11,,,,,1.493056,124.8414
"Prov. Sulawesi Utara",7100,2013,12,,,,,1.493056,124.8414
"Prov. Sulawesi Tengah",7200,2012,1,,,,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,2,,,,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,3,10,,,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,4,23,8,8,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,5,35,18,13,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,6,57,38,37,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,7,75,52,52,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,8,81,67,65,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,9,88,67,65,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,10,93,70,69,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,11,99,95,94,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2012,12,99,100,98,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,1,,,,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,2,,,,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,3,11.21,,,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,4,19.65,2.62,2.62,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,5,59.02,27.56,25.61,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,6,62.26,53.61,33.41,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,7,71.98,65.7,52.9,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,8,90.71,81.66,74.08,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,9,92.16,88.48,81.86,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,10,,,,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,11,,,,,-.9,119.8333
"Prov. Sulawesi Tengah",7200,2013,12,,,,,-.9,119.8333
"Prov. Sulawesi Selatan",7300,2012,1,22.55,,,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,2,66.96,,,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,3,97.79,22.5,20,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,4,99.11,44.46,30,9.2,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,5,100,66.96,35,15.5,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,6,,89.46,40,22.72,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,7,,99.9,57,32.78,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,8,,100,65,47.68,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,9,,100,68.65,49.87,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,10,,100,86.61,86.49,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,11,,100,92.12,89.32,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2012,12,,100,99.76,100,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,1,10.51,,,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,2,31.49,,,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,3,54.6,39.36,25.5,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,4,77.7,53.8,34.74,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,5,89.25,68.25,43.99,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,6,100,82.69,53.23,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,7,,97.13,62.47,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,8,,,,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,9,,,,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,10,,,,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,11,,,,,-5.133333,119.4167
"Prov. Sulawesi Selatan",7300,2013,12,,,,,-5.133333,119.4167
"Prov. Sulawesi Tenggara",7400,2012,1,10,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,2,12,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,3,15,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,4,18.34,14.55,9.47,8.32,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,5,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,6,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,7,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,8,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,9,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,10,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,11,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2012,12,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,1,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,2,7.69,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,3,35.9,7.69,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,4,74.36,33.33,7.69,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,5,100,71.79,33.33,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,6,,97.44,71.79,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,7,,100,97.44,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,8,,100,100,15.38,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,9,,100,100,61.54,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,10,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,11,,,,,-3.9675,122.5947
"Prov. Sulawesi Tenggara",7400,2013,12,,,,,-3.9675,122.5947
"Prov. Gorontalo",7500,2012,1,,,,,.5333334,123.0667
"Prov. Gorontalo",7500,2012,2,,,,,.5333334,123.0667
"Prov. Gorontalo",7500,2012,3,,,,,.5333334,123.0667
"Prov. Gorontalo",7500,2012,4,51,8,8,,.5333334,123.0667
"Prov. Gorontalo",7500,2012,5,95,75,46,,.5333334,123.0667
"Prov. Gorontalo",7500,2012,6,95,84,59,,.5333334,123.0667
"Prov. Gorontalo",7500,2012,7,95,84,59,,.5333334,123.0667
"Prov. Gorontalo",7500,2012,8,95,84,59,6.87,.5333334,123.0667
"Prov. Gorontalo",7500,2012,9,,,,,.5333334,123.0667
"Prov. Gorontalo",7500,2012,10,,,,,.5333334,123.0667
"Prov. Gorontalo",7500,2012,11,97,97,75,58,.5333334,123.0667
"Prov. Gorontalo",7500,2012,12,,,,,.5333334,123.0667
"Prov. Gorontalo",7500,2013,1,38,,,,.5333334,123.0667
"Prov. Gorontalo",7500,2013,2,52,,,,.5333334,123.0667
"Prov. Gorontalo",7500,2013,3,56,27,21,3,.5333334,123.0667
"Prov. Gorontalo",7500,2013,4,64,50,30,5,.5333334,123.0667
"Prov. Gorontalo",7500,2013,5,79,64,50,7,.5333334,123.0667
"Prov. Gorontalo",7500,2013,6,85,78,60,15,.5333334,123.0667
"Prov. Gorontalo",7500,2013,7,89,80,67,30,.5333334,123.0667
"Prov. Gorontalo",7500,2013,8,92,87,74,37,.5333334,123.0667
"Prov. Gorontalo",7500,2013,9,94,91,83,67,.5333334,123.0667
"Prov. Gorontalo",7500,2013,10,,,,,.5333334,123.0667
"Prov. Gorontalo",7500,2013,11,,,,,.5333334,123.0667
"Prov. Gorontalo",7500,2013,12,,,,,.5333334,123.0667
"Prov. Sulawesi Barat",7600,2012,1,,,,,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,2,,,,,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,3,28.25,28.81,20.98,8.69,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,4,38.25,34,29.74,34.37,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,5,44.32,39.56,35.3,39.93,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,6,50.95,46,41.37,45.49,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,7,65.18,52,51.49,50.98,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,8,72.31,53.75,58.57,52.51,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,9,81.91,60.97,64.08,59.72,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,10,92.28,70.41,76,67.08,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,11,98.61,74.58,82.33,73.41,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2012,12,,,,,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,1,1,,,,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,2,5,,,,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,3,10,5,,,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,4,40,35,25,,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,5,42,37,28,11,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,6,48,45,34,17,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,7,65,60,57,34,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,8,68,65,62,53,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,9,70,68,65,54,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,10,,,,,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,11,,,,,-2.668611,118.8622
"Prov. Sulawesi Barat",7600,2013,12,,,,,-2.668611,118.8622
"Prov. Maluku",8100,2012,1,.5,,,,-3.7,128.1667
"Prov. Maluku",8100,2012,2,1.5,,,,-3.7,128.1667
"Prov. Maluku",8100,2012,3,1.5,1.5,1.5,,-3.7,128.1667
"Prov. Maluku",8100,2012,4,32,1.5,1.5,,-3.7,128.1667
"Prov. Maluku",8100,2012,5,37,32,12,,-3.7,128.1667
"Prov. Maluku",8100,2012,6,85,77.15,37.5,,-3.7,128.1667
"Prov. Maluku",8100,2012,7,90.1,87.96,77.15,,-3.7,128.1667
"Prov. Maluku",8100,2012,8,90.61,88.24,87.96,,-3.7,128.1667
"Prov. Maluku",8100,2012,9,92.13,94.77,91.57,,-3.7,128.1667
"Prov. Maluku",8100,2012,10,97.46,95.05,100,70,-3.7,128.1667
"Prov. Maluku",8100,2012,11,97.46,97.01,,,-3.7,128.1667
"Prov. Maluku",8100,2012,12,99.6,,,97.01,-3.7,128.1667
"Prov. Maluku",8100,2013,1,,,,,-3.7,128.1667
"Prov. Maluku",8100,2013,2,62,,,,-3.7,128.1667
"Prov. Maluku",8100,2013,3,69,37,37,,-3.7,128.1667
"Prov. Maluku",8100,2013,4,81,45,45,,-3.7,128.1667
"Prov. Maluku",8100,2013,5,82,52,52,,-3.7,128.1667
"Prov. Maluku",8100,2013,6,96.18,82.26,82.26,6,-3.7,128.1667
"Prov. Maluku",8100,2013,7,96.46,94.19,94.19,16,-3.7,128.1667
"Prov. Maluku",8100,2013,8,96.46,94.5,94.5,17,-3.7,128.1667
"Prov. Maluku",8100,2013,9,96.46,95.11,95.11,17,-3.7,128.1667
"Prov. Maluku",8100,2013,10,,,,,-3.7,128.1667
"Prov. Maluku",8100,2013,11,,,,,-3.7,128.1667
"Prov. Maluku",8100,2013,12,,,,,-3.7,128.1667
"Prov. Maluku Utara",8200,2012,1,,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,2,,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,3,10,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,4,20,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,5,30,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,6,50,50,75,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,7,80,80,80,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,8,90,90,85,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,9,,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,10,,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,11,,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2012,12,,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,1,5,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,2,14,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,3,20,6,5,3,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,4,33,30,26,8,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,5,80,78,39,15,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,6,86,83,61,26,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,7,91,89,70,32,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,8,95,93,81,43,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,9,,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,10,,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,11,,,,,.7833334,127.3667
"Prov. Maluku Utara",8200,2013,12,,,,,.7833334,127.3667
"Prov. Papua Barat",9100,2012,1,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,2,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,3,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,4,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,5,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,6,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,7,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,8,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,9,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,10,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,11,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2012,12,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,1,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,2,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,3,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,4,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,5,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,6,,,13.25,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,7,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,8,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,9,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,10,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,11,,,,,-.8666667,134.0833
"Prov. Papua Barat",9100,2013,12,,,,,-.8666667,134.0833
"Prov. Papua",9400,2012,1,,,,,-2.533056,140.7169
"Prov. Papua",9400,2012,2,,,,,-2.533056,140.7169
"Prov. Papua",9400,2012,3,,,,,-2.533056,140.7169
"Prov. Papua",9400,2012,4,,,,,-2.533056,140.7169
"Prov. Papua",9400,2012,5,,,,,-2.533056,140.7169
"Prov. Papua",9400,2012,6,,,,,-2.533056,140.7169
"Prov. Papua",9400,2012,7,,,,,-2.533056,140.7169
"Prov. Papua",9400,2012,8,,56.17,56.17,,-2.533056,140.7169
"Prov. Papua",9400,2012,9,,,,,-2.533056,140.7169
"Prov. Papua",9400,2012,10,,,,,-2.533056,140.7169
"Prov. Papua",9400,2012,11,,76.01,76.01,,-2.533056,140.7169
"Prov. Papua",9400,2012,12,,,,,-2.533056,140.7169
"Prov. Papua",9400,2013,1,,,,,-2.533056,140.7169
"Prov. Papua",9400,2013,2,,,,,-2.533056,140.7169
"Prov. Papua",9400,2013,3,,,,,-2.533056,140.7169
"Prov. Papua",9400,2013,4,,,,,-2.533056,140.7169
"Prov. Papua",9400,2013,5,,,,,-2.533056,140.7169
"Prov. Papua",9400,2013,6,,,,,-2.533056,140.7169
"Prov. Papua",9400,2013,7,40,47,8,1,-2.533056,140.7169
"Prov. Papua",9400,2013,8,44,47,8.9,1,-2.533056,140.7169
"Prov. Papua",9400,2013,9,,,,,-2.533056,140.7169
"Prov. Papua",9400,2013,10,56,51,57,1,-2.533056,140.7169
"Prov. Papua",9400,2013,11,,,,,-2.533056,140.7169
"Prov. Papua",9400,2013,12,,,,,-2.533056,140.7169
