tahun,bulan,kode_pelabuhan,nama_pelabuhan,nilai,berat
2002,"January","IDSOR","SORONG",6158960,12127366
2002,"January","IDSPA","SELAT PANJANG",744426,6910137
2002,"January","IDSQR","SOROAKO",,
2002,"January","IDSRD","SAMARINDA",51768931,7.801e+08
2002,"January","IDSRG","ACHMAD YANI (U)",258753,1485
2002,"January","IDSSI","SIAK SRI INDRAPURA",3219764,10505597
2002,"January","IDSTT","SINTETE",143648,41938
2002,"January","IDSUB","SURABAYA /JUANDA (U)",7385606,1028419
2002,"January","IDSUG","SUNGAI GERONG",,
2002,"January","IDSUQ","SUNGAI GUNTUNG",2144267,4051398
2002,"January","IDSUR","SURABAYA (PTT)",2170,208
2002,"January","IDTAN","TANJUNG UBAN",,
2002,"January","IDTBK","TG BALAI KARIMUN",3269100,2.430e+09
2002,"January","IDTBT","TANJUNG BATU, RIAU",2091,1040
2002,"January","IDTBY","PADANG/TL.BAYUR",21822062,4.411e+08
2002,"January","IDTDL","TELUK DALAM",,
2002,"January","IDTEM","TEMBILAHAN",13235,15500
2002,"January","IDTEN","TENAU",1348747,4637205
2002,"January","IDTER","TEREMPA",212258,106815
2002,"January","IDTES","TANJUNG EMAS",73952807,46697756
2002,"January","IDTGK","TANJUNG KEDABU",,
2002,"January","IDTGR","PASIR/TANAH GROGOT",7036631,3.566e+08
2002,"January","IDTIM","AMAMAPARE",95735341,1.627e+08
2002,"January","IDTJB","TANJUNG BALAI ASAHAN",1128907,5439204
2002,"January","IDTKA","TELOK AIR",,
2002,"January","IDTKB","TELUK BETUNG",,
2002,"January","IDTKG","BRANTI (U)",,
2002,"January","IDTKS","TELUK KASIM/SALAWATI",,
2002,"January","IDTLI","TOLI-TOLI",,
2002,"January","IDTLL","TG LUMBA-LUMBA",,
2002,"January","IDTLN","TANJUNG LENENG",1059200,5300000
2002,"January","IDTMD","TANJUNG MEDANG",6644,16000
2002,"January","IDTNJ","KIJANG (U)",,
2002,"January","IDTOB","TOBELO",,
2002,"January","IDTPD","TANJUNG PANDAN",315599,10124361
2002,"January","IDTPE","TANJUNG PERAK",3.369e+08,4.447e+08
2002,"January","IDTPK","TAPAKTUAN",667,27
2002,"January","IDTPN","TANJUNG PINANG",2381461,50069506
2002,"January","IDTPP","TANJUNG PRIOK",1.348e+09,1.254e+09
2002,"January","IDTPR","TANJUNG PURA",,
2002,"January","IDTRD","TANJUNG REDEP",4128482,14711092
2002,"January","IDTRK","TARAKAN (U)",174110,17280
2002,"January","IDTSG","TANJUNG SANGATA",,
2002,"January","IDTSO","TANJUNG SEKONG",1343812,1883714
2002,"January","IDTST","TANJUNG SANTAN",38086599,2.666e+08
2002,"January","IDTTE","TERNATE",4309013,54835251
2002,"January","IDTTG","TEBING TINGGI (SKA)",,
2002,"January","IDTUB","TUBAN",1494173,79296309
2002,"January","IDUJU","UJUNGPANDANG",33742583,92695178
2002,"January","IDUNA","UDANG NATUNA",19591493,1.375e+08
2002,"January","IDUPG","HASANUDDIN (U)",699571,331815
2002,"January","IDWGP","WAINGAPU",,
2002,"January","IDWKI","KEP. WAKAI (TOGIAN)",,
2002,"January","IDWSP","WAY SEPUTIH",,
2002,"January","IDZRI","SERUI",1059047,2859013
2003,"January","ID101","ACEH - SABANG",,
2003,"January","ID106","LANGSA, SUMATRA",,
2003,"January","ID118","KUALA LANGSA",,
2003,"January","ID142","PANGKALAN BRANDAN",,
2003,"January","ID166","MEDAN / POLONIA (U)",2307,498
2003,"January","ID191","PADANG/TL.BAYUR",,
2003,"January","ID248","TG BALAI KARIMUN",,
2003,"January","ID250","TANJUNG UBAN",,
2003,"January","ID258","BATU AMPAR",,
2003,"January","ID278","PERAWANG, SUMATRA",,
2003,"January","ID322","BLINJU, BANKA",,
2003,"January","ID431","TANJUNG PRIOK",,
2003,"January","ID434","SUKARNO HATTA (U)",,
2003,"January","ID461","MERAK",,
2003,"January","ID681","KUPANG / EL-TARI (U)",,
2003,"January","ID752","PALANGKARAYA/ PANARU",,
2003,"January","ID771","BANJARMASIN",,
2003,"January","ID874","KEP. WAKAI (TOGIAN)",,
2003,"January","ID904","HASANUDDIN (U)",,
2003,"January","IDAMB","AMBON",,
2003,"January","IDAMI","MATARAM / SELAPARANG",,
2003,"January","IDAMQ","PATTIMURA/LAHA (U)",,
2003,"January","IDAPI","APIAPI",,
2003,"January","IDARJ","ARJUNA, JAVA",,
2003,"January","IDAUN","BLANG LANCANG (ARUN)",1.490e+08,6.159e+08
2003,"January","IDBAD","BANDA NAIRA",,
2003,"January","IDBAG","BAGAN SIAPI-API",38422,136202
2003,"January","IDBAJ","BAJO E",,
2003,"January","IDBAK","BATU KILAT",,
2003,"January","IDBAN","BANJARMASIN",58245474,1.385e+09
2003,"January","IDBCH","BAUCAU (U)",,
2003,"January","IDBDJ","SAMSUDIN NOOR (U)",720,1200
2003,"January","IDBDO","HUSEIN SASTRANEGARA",1293079,13214
2003,"January","IDBEJ","BERAU",4010621,2.169e+08
2003,"January","IDBGG","BANGGAI",17500,44750
2003,"January","IDBIK","FRANS KASIEPO (U)",,
2003,"January","IDBIT","BITUNG",31742,37701
2003,"January","IDBJU","BANYUWANGI",,
2003,"January","IDBKI","BIRING KASSI",584445,26845000
2003,"January","IDBLC","BATU LICIN",,
2003,"January","IDBLG","BALONGAN",18472140,89946210
2003,"January","IDBLI","BLINJU, BANKA",4982,2430000
2003,"January","IDBLJ","BELINJU",,
2003,"January","IDBLS","BENGKALIS",399920,683928
2003,"January","IDBLW","BELAWAN",2.302e+08,4.034e+08
2003,"January","IDBMU","BIMA",13598278,25575300
2003,"January","IDBND","BANDUNG(PTT/GD BAGE)",65871582,17632867
2003,"January","IDBOA","BENOA/LOLOAN",257788,101251
2003,"January","IDBPN","SEPINGGAN (U)",1156074,718731
2003,"January","IDBPP","BALIKPAPAN",1.103e+08,9.879e+08
2003,"January","IDBTG","BONTANG",5.258e+08,2.655e+09
2003,"January","IDBTH","HANG NADIM (U)",18152270,734299
2003,"January","IDBTJ","BLANG BINTANG (U)",,
2003,"January","IDBTN","BINTUHAN",,
2003,"January","IDBTU","BATU AMPAR",1.327e+08,23817003
2003,"January","IDBUL","BULELENG",,
2003,"January","IDBUN","BUATAN",12451926,36026010
2003,"January","IDBUW","BAU-BAU",156782,133059
2003,"January","IDBXD","BADE, IRIAN JAYA",,
2003,"January","IDBYQ","BUNYU",1012412,12690000
2003,"January","IDCBN","CIREBON/PENGGUNG (U)",,
2003,"January","IDCBW","CELUKAN BAWANG",,
2003,"January","IDCGD","CIGADING",9333864,27888116
2003,"January","IDCGK","SUKARNO HATTA (U)",2.350e+08,10863390
2003,"January","IDCXP","CILACAP",20200118,61317833
2003,"January","IDDAS","SINGKEP - DABO",131170,57781213
2003,"January","IDDJB","PALMERAH/ SLT TAHA",433918,531720
2003,"January","IDDJM","JAMBI",18927294,37111094
2003,"January","IDDPS","NGURAH RAI (U)",14888593,2071708
2003,"January","IDDUM","DUMAI",3.042e+08,1.212e+09
2003,"January","IDENT","ENTIKONG",125270,89538
2003,"January","IDGOR","GORONTALO",,
2003,"January","IDGRE","GRESIK",2483207,4056852
2003,"January","IDHLP","HLM. PERDANA KUSUMA",1446559,45320
2003,"January","IDIDI","IDI",9937,35000
2003,"January","IDJKT","JAKARTA / PASAR IKAN",97960,13825
2003,"January","IDJOG","ADI SUCIPTO (U)",25278,613
2003,"January","IDJOK","YOGYAKARTA (PTT)",7166,8984
2003,"January","IDJUA","JUATA TARAKAN",1381740,2719000
2003,"January","IDKAB","KABIL/PANAU",59700975,27991128
2003,"January","IDKDI","WOLTER MONGINSIDI(U)",,
2003,"January","IDKDR","KENDARI",1383080,743324
2003,"January","IDKEN","KUALA ENOK",2031305,9932905
2003,"January","IDKGD","KUALA GAUNG",41862,171697
2003,"January","IDKID","PULAU KIJANG",867484,1641370
2003,"January","IDKLD","KOLONEDALE (U)",,
2003,"January","IDKLS","KUALA LANGSA",,
2003,"January","IDKOE","KUPANG / EL-TARI (U)",,
2003,"January","IDKOL","KOLAKA",,
2003,"January","IDKPB","KUALA PEMBUANG",,
2003,"January","IDKTA","KOTA AGUNG",,
2003,"January","IDKTB","KOTABARU",31046285,1.203e+09
2003,"January","IDKTG","KETAPANG K. BARAT",2725775,5378244
2003,"January","IDKTJ","KUALA TANJUNG",19688821,46895730
2003,"January","IDKTK","KUALA TUNGKAL",8996525,21511867
2003,"January","IDKTP","KETAPANG JAWA TIMUR",,
2003,"January","IDKUM","KUMAI",,
2003,"January","IDLAB","LABUHA MALUKU",,
2003,"January","IDLIN","LINGKAS TARAKAN",4332554,2312188
2003,"January","IDLOL","LOLI",82230,364809
2003,"January","IDLSW","LHOK SEUMAWE",4834000,40500000
2003,"January","IDLUB","LUBUK BESAR BANGKA",,
2003,"January","IDLUW","LUWUK",2042774,1187168
2003,"January","IDMAD","MADIUN / ISWAHYUDI",,
2003,"January","IDMAL","MANGOLE",500853,1289142
2003,"January","IDMAN","MANGGAR",672638,1750000
2003,"January","IDMDC","SAM RATULANGI (U)",,
2003,"January","IDMES","MEDAN / POLONIA (U)",2153074,2670383
2003,"January","IDMJU","MAMUJU",702000,1800000
2003,"January","IDMKQ","MERAUKE",2487921,1370740
2003,"January","IDMKW","MANOKWARI",188031,412182
2003,"January","IDMLI","MALILI, SULAWESI",3200,40000
2003,"January","IDMND","MANADO",,
2003,"January","IDMOR","MORO SULIT",314940,56615744
2003,"January","IDMPS","MUARA PASIR",,
2003,"January","IDMRI","MUSI RIVER",42845320,66755584
2003,"January","IDMRK","MERAK",6124119,15273748
2003,"January","IDMSA","MUARA SABAK",7180303,15722505
2003,"January","IDMUB","MUARA BERAU",,
2003,"January","IDMUD","MUARA DJAWA",2667247,1.313e+08
2003,"January","IDMUO","MUNTOK",13739325,2525898
2003,"January","IDNNX","NUNUKAN",,
2003,"January","IDNON","NONGSA",139627,2208700
2003,"January","IDPAI","PANIPAHAN",25070,49390
2003,"January","IDPAJ","PANJALAI",40610,50188
2003,"January","IDPAK","PEKAN BARU",2947162,8460545
2003,"January","IDPAP","PARE-PARE",,
2003,"January","IDPAR","PANGKALAN AIR (U)",,
2003,"January","IDPAS","PASIR PANJANG",622314,2.681e+08
2003,"January","IDPAT","PANTOLOAN",14334675,7936903
2003,"January","IDPAZ","PASURUAN",,
2003,"January","IDPBA","PULAU BAAI",999907,16283223
2003,"January","IDPBL","PULAU BULUH",1834134,2007531
2003,"January","IDPDG","PADANG / TABING (U)",,
2003,"January","IDPEK","PEKANBARU (RUMBAI)",685964,1202257
2003,"January","IDPEN","PEMANUKAN",,
2003,"January","IDPEU","PENUBA",10355,80071
2003,"January","IDPGE","PULAU GEBE",1778111,81500000
2003,"January","IDPGK","PANGKAL PINANG (U)",,
2003,"January","IDPGX","PANGKAL BALAM",6632833,4517968
2003,"January","IDPIN","PINRANG",,
2003,"January","IDPJG","PANJANG",26180559,1.348e+08
2003,"January","IDPKN","PANGKALAN BUN",4252974,7983557
2003,"January","IDPKU","SIMPANG TIGA (U)",52887,88251
2003,"January","IDPLA","PALEMBANG - PLAJU",15071689,40738000
2003,"January","IDPLM","SM.BADARUDDIN (U)",6566808,13616984
2003,"January","IDPLS","PALEMBANG-KERTAPATI",,
2003,"January","IDPMG","MENENG",,
2003,"January","IDPNK","SUPADIO (U)",19019,2371
2003,"January","IDPOL","POLENG",,
2003,"January","IDPON","PONTIANAK",31745622,57589829
2003,"January","IDPPS","PULANG PISAU",,
2003,"January","IDPRA","PERIGI RAJA",,
2003,"January","IDPRG","PARIGI",607441,23452
2003,"January","IDPRO","PROBOLINGGO",408290,403479
2003,"January","IDPSB","JKT./ POS PASAR BARU",,
2003,"January","IDPSS","PULAU SAMBU",959463,1208507
2003,"January","IDPTE","PULAU TELLO",,
2003,"January","IDPUM","POMALA",4081105,2806000
2003,"January","IDPWG","PERAWANG, SUMATRA",48134780,1.030e+08
2003,"January","IDRGA","RENGAT",19500,45913
2003,"January","IDRGT","RENGAT/ JAPURA (U)",,
2003,"January","IDSAM","SAMPANG",,
2003,"January","IDSAP","SUNGAI APIT",,
2003,"January","IDSEN","SENIPAH",39687838,1.700e+08
2003,"January","IDSEQ","SUNGAI PAKNING",7717949,37724000
2003,"January","IDSIA","SIAK YECHIL, RIAU",,
2003,"January","IDSIG","SIGLI",,
2003,"January","IDSKK","SOENGEI KOLAK",7305,399
2003,"January","IDSKP","SEKUPANG",90814801,17771590
2003,"January","IDSLG","SIBOLGA",455660,885330
2003,"January","IDSLI","SUNGAI LIAT",,
2003,"January","IDSMK","SEMPLAK",,
2003,"January","IDSMQ","SAMPIT",1570773,3289241
2003,"January","IDSMR","SEMARANG (PTT)",,
2003,"January","IDSNB","SINABOI",9881,34140
2003,"January","IDSOC","JEBRES/ADI SUMARMO",7524901,3193671
2003,"January","IDSOQ","SORONG / JEFMAN (U)",,
2003,"January","IDSOR","SORONG",,
2003,"January","IDSPA","SELAT PANJANG",1016752,1887959
2003,"January","IDSPT","SAPAT",,
2003,"January","IDSRD","SAMARINDA",54425338,7.941e+08
2003,"January","IDSRG","ACHMAD YANI (U)",7440,372
2003,"January","IDSSI","SIAK SRI INDRAPURA",,
2003,"January","IDSTT","SINTETE",426859,66082
2003,"January","IDSUB","SURABAYA /JUANDA (U)",8031750,578323
2003,"January","IDSUQ","SUNGAI GUNTUNG",16021033,4.876e+08
2003,"January","IDSUR","SURABAYA (PTT)",,
2003,"January","IDSUS","SUSOH",,
2003,"January","IDTAN","TANJUNG UBAN",3240,2700000
2003,"January","IDTBK","TG BALAI KARIMUN",1854542,4.707e+08
2003,"January","IDTBY","PADANG/TL.BAYUR",60216127,1.704e+08
2003,"January","IDTDL","TELUK DALAM",,
2003,"January","IDTEM","TEMBILAHAN",593500,9093600
2003,"January","IDTEN","TENAU",1923003,5653270
2003,"January","IDTER","TEREMPA",,
2003,"January","IDTES","TANJUNG EMAS",1.719e+08,2.391e+08
2003,"January","IDTGD","TAGULANDANG",1005386,69337000
2003,"January","IDTGK","TANJUNG KEDABU",12421,1415
2003,"January","IDTGR","PASIR/TANAH GROGOT",12077780,6.186e+08
2003,"January","IDTIM","AMAMAPARE",1.173e+08,1.622e+08
2003,"January","IDTJA","TANJUNG ARU",,
2003,"January","IDTJB","TANJUNG BALAI ASAHAN",2324398,4258124
2003,"January","IDTKA","TELOK AIR",,
2003,"January","IDTKS","TELUK KASIM/SALAWATI",2492973,13469000
2003,"January","IDTLL","TG LUMBA-LUMBA",,
2003,"January","IDTLN","TANJUNG LENENG",2828450,9850000
2003,"January","IDTMD","TANJUNG MEDANG",13688,17003
2003,"January","IDTNJ","KIJANG (U)",1607337,1.114e+08
2003,"January","IDTPD","TANJUNG PANDAN",402757,5306399
2003,"January","IDTPE","TANJUNG PERAK",4.105e+08,4.225e+08
2003,"January","IDTPK","TAPAKTUAN",245940,45696
2003,"January","IDTPN","TANJUNG PINANG",6786767,1.086e+08
2003,"January","IDTPP","TANJUNG PRIOK",1.500e+09,1.189e+09
2003,"January","IDTPR","TANJUNG PURA",,
2003,"January","IDTRD","TANJUNG REDEP",,
2003,"January","IDTRK","TARAKAN (U)",1404330,38574679
2003,"January","IDTSE","TANJUNG SELIU",,
2003,"January","IDTSG","TANJUNG SANGATA",42100969,1.396e+09
2003,"January","IDTSO","TANJUNG SEKONG",,
2003,"January","IDTST","TANJUNG SANTAN",61996744,2.591e+08
2003,"January","IDTTE","TERNATE",3325493,50192143
2003,"January","IDTUB","TUBAN",10597250,76147997
2003,"January","IDUJU","UJUNGPANDANG",17870959,61755450
2003,"January","IDUNA","UDANG NATUNA",,
2003,"January","IDUPG","HASANUDDIN (U)",688823,587882
2003,"January","IDWAN","WANI",,
2003,"January","IDWKI","KEP. WAKAI (TOGIAN)",,
2003,"January","IDWKL","WAIKELO",,
2003,"January","IDWSP","WAY SEPUTIH",,
2003,"January","IDZRI","SERUI",,
2004,"January","ID101","ACEH - SABANG",113674,81335
2004,"January","ID106","LANGSA, SUMATRA",1079870,67995
2004,"January","ID144","BELAWAN",,
2004,"January","ID191","PADANG/TL.BAYUR",,
2004,"January","ID221","BAGAN SIAPI-API",,
2004,"January","ID245","PULAU KIJANG",,
2004,"January","ID253","PENUBA",,
2004,"January","ID258","BATU AMPAR",,
2004,"January","ID265","SEKUPANG",,
2004,"January","ID326","PALEMBANG - PLAJU",,
2004,"January","ID495","CILACAP",,
2004,"January","ID531","ADI SUCIPTO (U)",,
2004,"January","ID588","SURABAYA (PTT)",,
2004,"January","ID620","NGURAH RAI (U)",,
2004,"January","ID722","SUPADIO (U)",,
2004,"January","ID746","SAMPIT",,
2004,"January","ID803","BALIKPAPAN",,
2004,"January","ID812","BUNYU",,
2004,"January","ID843","SAM RATULANGI (U)",,
2004,"January","ID893","UJUNGPANDANG",,
2004,"January","ID942","TERNATE",,
2004,"January","ID943","LABUHA MALUKU",,
2004,"January","ID946","AMBON",,
2004,"January","IDADB","ADANG BAY",,
2004,"January","IDAHI","AMAHAI",,
2004,"January","IDAMB","AMBON",,
2004,"January","IDAMI","MATARAM / SELAPARANG",,
2004,"January","IDAMP","AMPENAN",,
2004,"January","IDAMQ","PATTIMURA/LAHA (U)",,
2004,"January","IDAPI","APIAPI",,
2004,"January","IDARB","AROE BAY",,
2004,"January","IDARJ","ARJUNA, JAVA",7531414,31781000
2004,"January","IDAUN","BLANG LANCANG (ARUN)",1.883e+08,7.527e+08
2004,"January","IDBAA","BAA",,
2004,"January","IDBAD","BANDA NAIRA",,
2004,"January","IDBAG","BAGAN SIAPI-API",49305,263488
2004,"January","IDBAJ","BAJO E",,
2004,"January","IDBAN","BANJARMASIN",80758487,1.696e+09
2004,"January","IDBAO","BAKONGAN",,
2004,"January","IDBCH","BAUCAU (U)",,
2004,"January","IDBDJ","SAMSUDIN NOOR (U)",256000,32
2004,"January","IDBDL","BANDUL",,
2004,"January","IDBDO","HUSEIN SASTRANEGARA",18576,24
2004,"January","IDBEJ","BERAU",5909400,2.887e+08
2004,"January","IDBGG","BANGGAI",,
2004,"January","IDBIK","FRANS KASIEPO (U)",,
2004,"January","IDBIN","BINTORO",,
2004,"January","IDBIT","BITUNG",251995,277113
2004,"January","IDBJU","BANYUWANGI",,
2004,"January","IDBKU","BENGKULU",,
2004,"January","IDBLC","BATU LICIN",,
2004,"January","IDBLG","BALONGAN",12246693,55908000
2004,"January","IDBLI","BLINJU, BANKA",4982,2430
2004,"January","IDBLJ","BELINJU",1870506,8360964
2004,"January","IDBLS","BENGKALIS",24144,183978
2004,"January","IDBLW","BELAWAN",1.852e+08,4.054e+08
2004,"January","IDBMU","BIMA",35495420,61100053
2004,"January","IDBND","BANDUNG(PTT/GD BAGE)",12747364,2978040
2004,"January","IDBNT","BANTA ENG",,
2004,"January","IDBOA","BENOA/LOLOAN",9999,5616
2004,"January","IDBPD","BELAKANG PADANG",,
2004,"January","IDBPN","SEPINGGAN (U)",995316,636914
2004,"January","IDBPP","BALIKPAPAN",94952404,7.560e+08
2004,"January","IDBTG","BONTANG",4.958e+08,2.282e+09
2004,"January","IDBTH","HANG NADIM (U)",8354907,65695
2004,"January","IDBTJ","BLANG BINTANG (U)",,
2004,"January","IDBTN","BINTUHAN",,
2004,"January","IDBTU","BATU AMPAR",1.343e+08,24248825
2004,"January","IDBUN","BUATAN",28690320,47363402
2004,"January","IDBUW","BAU-BAU",40000,8000
2004,"January","IDBXD","BADE, IRIAN JAYA",,
2004,"January","IDBYQ","BUNYU",930069,10382744
2004,"January","IDCBN","CIREBON/PENGGUNG (U)",,
2004,"January","IDCBW","CELUKAN BAWANG",8750,2500
2004,"January","IDCGD","CIGADING",17361197,73042105
2004,"January","IDCGK","SUKARNO HATTA (U)",2.458e+08,47961425
2004,"January","IDCXP","CILACAP",27371615,72704714
2004,"January","IDDAS","SINGKEP - DABO",232550,1.217e+08
2004,"January","IDDJB","PALMERAH/ SLT TAHA",871720,1108956
2004,"January","IDDJM","JAMBI",15595334,26100535
2004,"January","IDDOG","DONGGALA (U)",,
2004,"January","IDDPS","NGURAH RAI (U)",23524488,2819935
2004,"January","IDDUM","DUMAI",3.278e+08,1.313e+09
2004,"January","IDENT","ENTIKONG",,
2004,"January","IDGOR","GORONTALO",287405,628896
2004,"January","IDGRE","GRESIK",15590951,56757145
2004,"January","IDGSR","GESER",,
2004,"January","IDGTO","JALALUDDIN(U)",,
2004,"January","IDHIN","HINAKO",,
2004,"January","IDHLP","HLM. PERDANA KUSUMA",347487,10564
2004,"January","IDJKT","JAKARTA / PASAR IKAN",7864,696
2004,"January","IDJOG","ADI SUCIPTO (U)",8391,175
2004,"January","IDJOK","YOGYAKARTA (PTT)",2976,16
2004,"January","IDJUA","JUATA TARAKAN",297512,676618
2004,"January","IDKAB","KABIL/PANAU",54680697,19432863
2004,"January","IDKDR","KENDARI",1261688,1131638
2004,"January","IDKEN","KUALA ENOK",1676056,3462248
2004,"January","IDKGD","KUALA GAUNG",24526,263999
2004,"January","IDKID","PULAU KIJANG",1396954,1.241e+08
2004,"January","IDKLA","KAMP. LAUT",,
2004,"January","IDKLS","KUALA LANGSA",2500,3000
2004,"January","IDKOL","KOLAKA",,
2004,"January","IDKTA","KOTA AGUNG",,
2004,"January","IDKTB","KOTABARU",37548132,1.490e+09
2004,"January","IDKTG","KETAPANG K. BARAT",2076764,41378959
2004,"January","IDKTJ","KUALA TANJUNG",58452594,1.133e+08
2004,"January","IDKTK","KUALA TUNGKAL",3263364,7851974
2004,"January","IDKTP","KETAPANG JAWA TIMUR",,
2004,"January","IDKUM","KUMAI",775250,1747745
2004,"January","IDLAB","LABUHA MALUKU",,
2004,"January","IDLAH","LABUHAN, JAVA",,
2004,"January","IDLHK","LHOK NGA",,
2004,"January","IDLIN","LINGKAS TARAKAN",4512885,1381871
2004,"January","IDLKA","LARANTUKA",,
2004,"January","IDLKS","LOMBOK",,
2004,"January","IDLOL","LOLI",,
2004,"January","IDLSW","LHOK SEUMAWE",3279750,18500000
2004,"January","IDMAL","MANGOLE",3054880,6479345
2004,"January","IDMAN","MANGGAR",1532080,3500000
2004,"January","IDMDC","SAM RATULANGI (U)",,
2004,"January","IDMES","MEDAN / POLONIA (U)",345672,94219
2004,"January","IDMJU","MAMUJU",2024500,4500000
2004,"January","IDMKQ","MERAUKE",,
2004,"January","IDMLI","MALILI, SULAWESI",2.028e+08,32116456
2004,"January","IDMND","MANADO",,
2004,"January","IDMOR","MORO SULIT",415737,79066368
2004,"January","IDMRI","MUSI RIVER",40589211,1.010e+08
2004,"January","IDMRK","MERAK",22520541,46481244
2004,"January","IDMSA","MUARA SABAK",15666905,59901396
2004,"January","IDMUB","MUARA BERAU",,
2004,"January","IDMUD","MUARA DJAWA",1263672,70204000
2004,"January","IDMUO","MUNTOK",9184750,2620000
2004,"January","IDNAH","NAHA (U) - SULUT",,
2004,"January","IDNAM","NAMLEA",,
2004,"January","IDNNX","NUNUKAN",,
2004,"January","IDPAC","PACITAN",,
2004,"January","IDPAI","PANIPAHAN",23518,74333
2004,"January","IDPAJ","PANJALAI",36194,34243
2004,"January","IDPAK","PEKAN BARU",5860706,16505810
2004,"January","IDPAL","PALIMANAN",,
2004,"January","IDPAR","PANGKALAN AIR (U)",,
2004,"January","IDPAS","PASIR PANJANG",697235,2.159e+08
2004,"January","IDPAT","PANTOLOAN",18644582,13287590
2004,"January","IDPAZ","PASURUAN",,
2004,"January","IDPBA","PULAU BAAI",5680266,71203831
2004,"January","IDPBL","PULAU BULUH",858436,1001850
2004,"January","IDPDG","PADANG / TABING (U)",5500,2450
2004,"January","IDPEK","PEKANBARU (RUMBAI)",643750,1166335
2004,"January","IDPEN","PEMANUKAN",,
2004,"January","IDPET","PETTA",,
2004,"January","IDPEU","PENUBA",,
2004,"January","IDPGE","PULAU GEBE",841501,30500000
2004,"January","IDPGK","PANGKAL PINANG (U)",,
2004,"January","IDPGX","PANGKAL BALAM",11293511,13632107
2004,"January","IDPIN","PINRANG",,
2004,"January","IDPJG","PANJANG",68064570,1.304e+08
2004,"January","IDPKN","PANGKALAN BUN",5535284,9978218
2004,"January","IDPKR","PANGKALAN BRANDAN",,
2004,"January","IDPKU","SIMPANG TIGA (U)",160112,247816
2004,"January","IDPKY","PALANGKARAYA/ PANARU",,
2004,"January","IDPLA","PALEMBANG - PLAJU",6674771,18339000
2004,"January","IDPLM","SM.BADARUDDIN (U)",29618417,61224610
2004,"January","IDPLS","PALEMBANG-KERTAPATI",,
2004,"January","IDPLW","PALU / MUTIARA (U)",,
2004,"January","IDPMG","MENENG",30583,7151
2004,"January","IDPNK","SUPADIO (U)",56766,43028
2004,"January","IDPOL","POLENG",9071775,38126000
2004,"January","IDPON","PONTIANAK",40844859,75168847
2004,"January","IDPPO","PALOPO",99454,206226
2004,"January","IDPPS","PULANG PISAU",,
2004,"January","IDPRO","PROBOLINGGO",516019,773193
2004,"January","IDPSB","JKT./ POS PASAR BARU",,
2004,"January","IDPSS","PULAU SAMBU",1499692,5682158
2004,"January","IDPTE","PULAU TELLO",,
2004,"January","IDPUM","POMALA",4014045,64976028
2004,"January","IDPWG","PERAWANG, SUMATRA",33467721,61661954
2004,"January","IDRAQ","RAHA, SUL.TENGG.",,
2004,"January","IDRGA","RENGAT",,
2004,"January","IDRGT","RENGAT/ JAPURA (U)",,
2004,"January","IDSAM","SAMPANG",,
2004,"January","IDSBG","ACEH - SABANG",,
2004,"January","IDSBJ","SEMBOJA",,
2004,"January","IDSDU","SUNGAI DURI",,
2004,"January","IDSEG","SEGAMA, BORNEO",,
2004,"January","IDSEN","SENIPAH",51663691,2.149e+08
2004,"January","IDSEQ","SUNGAI PAKNING",7204690,36296000
2004,"January","IDSIA","SIAK YECHIL, RIAU",,
2004,"January","IDSIG","SIGLI",,
2004,"January","IDSKP","SEKUPANG",99188772,11863905
2004,"January","IDSLG","SIBOLGA",1712547,3231403
2004,"January","IDSMK","SEMPLAK",,
2004,"January","IDSMQ","SAMPIT",2599681,33295291
2004,"January","IDSMR","SEMARANG (PTT)",,
2004,"January","IDSNB","SINABOI",11094,38332
2004,"January","IDSOC","JEBRES/ADI SUMARMO",6874762,2320207
2004,"January","IDSOQ","SORONG / JEFMAN (U)",,
2004,"January","IDSOR","SORONG",2658615,4004945
2004,"January","IDSPA","SELAT PANJANG",765151,2592894
2004,"January","IDSPI","SUNGAI PINYUH",,
2004,"January","IDSPK","SEPEKAN",,
2004,"January","IDSPT","SAPAT",,
2004,"January","IDSRD","SAMARINDA",63486450,8.470e+08
2004,"January","IDSRG","ACHMAD YANI (U)",2,721
2004,"January","IDSSI","SIAK SRI INDRAPURA",2471423,6110863
2004,"January","IDSST","SUNDA STRAIT (PENJ)",,
2004,"January","IDSTT","SINTETE",256608,51105
2004,"January","IDSUB","SURABAYA /JUANDA (U)",6200619,758646
2004,"January","IDSUG","SUNGAI GERONG",,
2004,"January","IDSUN","SUNGSANG",,
2004,"January","IDSUP","SUMENEP, MADURA",,
2004,"January","IDSUQ","SUNGAI GUNTUNG",758628,2548480
2004,"January","IDSUR","SURABAYA (PTT)",49605,16582
2004,"January","IDSUS","SUSOH",,
2004,"January","IDTAN","TANJUNG UBAN",76721,74774906
2004,"January","IDTBK","TG BALAI KARIMUN",1269750,3.461e+08
2004,"January","IDTBR","TANJUNG BERINGIN",90000,1500000
2004,"January","IDTBT","TANJUNG BATU, RIAU",,
2004,"January","IDTBY","PADANG/TL.BAYUR",53397995,94508142
2004,"January","IDTDL","TELUK DALAM",,
2004,"January","IDTEM","TEMBILAHAN",395116,1025200
2004,"January","IDTEN","TENAU",325378,843246
2004,"January","IDTER","TEREMPA",,
2004,"January","IDTES","TANJUNG EMAS",1.510e+08,96487180
2004,"January","IDTGD","TAGULANDANG",,
