tahun,bulan,kode_pelabuhan,nama_pelabuhan,nilai,berat
1999,"January","959","GALELA , MALUKU",,
1999,"January","ID101","ACEH - SABANG",262,157500
1999,"January","ID110","SINABANG",,
1999,"January","ID112","BAKONGAN",,
1999,"January","ID116","BLANG LANCANG (ARUN)",,
1999,"January","ID119","LHOK NGA",,
1999,"January","ID144","BELAWAN",,
1999,"January","ID157","TELUK MENGKUDU",,
1999,"January","ID166","MEDAN / POLONIA (U)",,
1999,"January","ID191","PADANG/TL.BAYUR",,
1999,"January","ID193","MUARA PADANG",,
1999,"January","ID225","DUMAI",,
1999,"January","ID226","TANJUNG MEDANG",,
1999,"January","ID227","SUNGAI PAKNING",,
1999,"January","ID233","PEKANBARU (RUMBAI)",,
1999,"January","ID245","PULAU KIJANG",,
1999,"January","ID248","TG BALAI KARIMUN",,
1999,"January","ID250","TANJUNG UBAN",,
1999,"January","ID251","TANJUNG PINANG",,
1999,"January","ID257","BELAKANG PADANG",,
1999,"January","ID258","BATU AMPAR",,
1999,"January","ID265","SEKUPANG",,
1999,"January","ID278","PERAWANG, SUMATRA",,
1999,"January","ID292","MUARA SABAK",,
1999,"January","ID323","PANGKAL BALAM",,
1999,"January","ID324","PALEMBANG-KERTAPATI",,
1999,"January","ID326","PALEMBANG - PLAJU",,
1999,"January","ID340","MUSI RIVER",,
1999,"January","ID395","PANJANG",,
1999,"January","ID398","BAKAUHENI",,
1999,"January","ID431","TANJUNG PRIOK",,
1999,"January","ID434","SUKARNO HATTA (U)",,
1999,"January","ID436","HLM. PERDANA KUSUMA",,
1999,"January","ID461","MERAK",,
1999,"January","ID468","BANDUNG(PTT/GD BAGE)",,
1999,"January","ID473","CIGADING",,
1999,"January","ID494","TANJUNG EMAS",,
1999,"January","ID498","JEBRES/ADI SUMARMO",402733,122968
1999,"January","ID563","TANJUNG PERAK",,
1999,"January","ID564","PASURUAN",,
1999,"January","ID595","MENENG",,
1999,"January","ID620","NGURAH RAI (U)",,
1999,"January","ID714","PONTIANAK",,
1999,"January","ID743","PANGKALAN BUN",,
1999,"January","ID771","BANJARMASIN",,
1999,"January","ID777","SAMSUDIN NOOR (U)",,
1999,"January","ID805","SAMARINDA",,
1999,"January","ID808","LINGKAS TARAKAN",,
1999,"January","ID812","BUNYU",77000,1100000
1999,"January","ID824","PULO BUNJU, BORNEO",210000,300000
1999,"January","ID843","SAM RATULANGI (U)",,
1999,"January","ID893","UJUNGPANDANG",600000,500000
1999,"January","ID904","HASANUDDIN (U)",,
1999,"January","ID942","TERNATE",,
1999,"January","ID963","PULAU GEBE",,
1999,"January","IDAHI","AMAHAI",,
1999,"January","IDAMB","AMBON",3342090,2877788
1999,"January","IDAMI","MATARAM / SELAPARANG",856,322
1999,"January","IDAMP","AMPENAN",,
1999,"January","IDAMQ","PATTIMURA/LAHA (U)",,
1999,"January","IDARJ","ARJUNA, JAVA",11313203,1.344e+08
1999,"January","IDAUN","BLANG LANCANG (ARUN)",1.728e+08,1.404e+09
1999,"January","IDBAA","BAA",,
1999,"January","IDBAD","BANDA NAIRA",,
1999,"January","IDBAG","BAGAN SIAPI-API",23577,110801
1999,"January","IDBAJ","BAJO E",,
1999,"January","IDBAL","BALANTANG/MALILI",,
1999,"January","IDBAN","BANJARMASIN",45833456,7.012e+08
1999,"January","IDBDJ","SAMSUDIN NOOR (U)",110278,31170
1999,"January","IDBDO","HUSEIN SASTRANEGARA",,
1999,"January","IDBDS","BADAS SUMBAWA",,
1999,"January","IDBGG","BANGGAI",20706,18678
1999,"January","IDBIK","FRANS KASIEPO (U)",,
1999,"January","IDBIT","BITUNG",12047825,27598793
1999,"January","IDBKI","BIRING KASSI",,
1999,"January","IDBKS","PADANG KEMILING (U)",,
1999,"January","IDBKU","BENGKULU",687481,36051330
1999,"January","IDBLC","BATU LICIN",109947,191093
1999,"January","IDBLG","BALONGAN",4350556,83001992
1999,"January","IDBLI","BLINJU, BANKA",120600,1474200
1999,"January","IDBLJ","BELINJU",,
1999,"January","IDBLS","BENGKALIS",49387,690007
1999,"January","IDBLW","BELAWAN",1.532e+08,2.750e+08
1999,"January","IDBMU","BIMA",,
1999,"January","IDBND","BANDUNG(PTT/GD BAGE)",,
1999,"January","IDBOA","BENOA/LOLOAN",2300785,1106045
1999,"January","IDBPD","BELAKANG PADANG",871813,1.558e+08
1999,"January","IDBPN","SEPINGGAN (U)",97994,30524
1999,"January","IDBPP","BALIKPAPAN",30474784,5.073e+08
1999,"January","IDBTG","BONTANG",1.745e+08,1.691e+09
1999,"January","IDBTH","HANG NADIM (U)",28245387,495655
1999,"January","IDBTN","BINTUHAN",,
1999,"January","IDBTU","BATU AMPAR",1.518e+08,1.437e+09
1999,"January","IDBUN","BUATAN",,
1999,"January","IDBUW","BAU-BAU",80645,105300
1999,"January","IDBXD","BADE, IRIAN JAYA",887108,2008045
1999,"January","IDBYQ","BUNYU",761104,10750000
1999,"January","IDCBW","CELUKAN BAWANG",,
1999,"January","IDCGD","CIGADING",17261713,85741200
1999,"January","IDCGK","SUKARNO HATTA (U)",81525513,11739888
1999,"January","IDCIN","CINTA, JAVA",15973112,2.029e+08
1999,"January","IDCLG","CALANG",,
1999,"January","IDCXP","CILACAP",12180593,95264000
1999,"January","IDDAS","SINGKEP - DABO",770796,1.419e+08
1999,"January","IDDBO","DOBO",,
1999,"January","IDDJB","PALMERAH/ SLT TAHA",,
1999,"January","IDDJJ","JAYAPURA / SENTANI",109382,20304
1999,"January","IDDJM","JAMBI",8445237,15551149
1999,"January","IDDPS","NGURAH RAI (U)",17425783,4213009
1999,"January","IDDUM","DUMAI",1.447e+08,1.732e+09
1999,"January","IDENT","ENTIKONG",49573,33514
1999,"January","IDFKQ","FAK-FAK",224180,650446
1999,"January","IDGAL","GALALA",170593,262150
1999,"January","IDGLX","GALELA , MALUKU",742800,3658000
1999,"January","IDGOR","GORONTALO",104176,91576
1999,"January","IDGRE","GRESIK",3316756,49459205
1999,"January","IDGSR","GESER",,
1999,"January","IDHLP","HLM. PERDANA KUSUMA",140051,12957
1999,"January","IDIDI","IDI",,
1999,"January","IDJKT","JAKARTA / PASAR IKAN",59073,132000
1999,"January","IDJOG","ADI SUCIPTO (U)",59054,3056
1999,"January","IDJOK","YOGYAKARTA (PTT)",,
1999,"January","IDJUA","JUATA TARAKAN",45535,17740
1999,"January","IDKAB","KABIL/PANAU",10262865,1.941e+08
1999,"January","IDKAH","KAHAYAN BAY",143649,336430
1999,"January","IDKAR","KAROSA, SULAWESI",,
1999,"January","IDKBH","KALABAHI",,
1999,"January","IDKDD","KEDINDI/REO",,
1999,"January","IDKDI","WOLTER MONGINSIDI(U)",,
1999,"January","IDKDR","KENDARI",282312,93449
1999,"January","IDKEN","KUALA ENOK",,
1999,"January","IDKGD","KUALA GAUNG",,
1999,"January","IDKGN","KANGEAN",,
1999,"January","IDKID","PULAU KIJANG",3996745,1.980e+08
1999,"January","IDKKP","KUALA KAPUAS",,
1999,"January","IDKLA","KAMP. LAUT",,
1999,"January","IDKLB","KALIBARU",,
1999,"January","IDKLS","KUALA LANGSA",121267,218777
1999,"January","IDKNG","KAIMANA",154458,958971
1999,"January","IDKOE","KUPANG / EL-TARI (U)",2358,1350
1999,"January","IDKPB","KUALA PEMBUANG",,
1999,"January","IDKPN","KOTAPINANG, BARU",,
1999,"January","IDKRI","KRUI",,
1999,"January","IDKRU","KRUENG R. MALAHAYATI",,
1999,"January","IDKTB","KOTABARU",21529834,8.733e+08
1999,"January","IDKTG","KETAPANG K. BARAT",830227,2352464
1999,"January","IDKTJ","KUALA TANJUNG",17936537,24520624
1999,"January","IDKTK","KUALA TUNGKAL",8716812,82375828
1999,"January","IDLAB","LABUHA MALUKU",,
1999,"January","IDLAH","LABUHAN, JAVA",,
1999,"January","IDLBI","LABUHAN BILIK",,
1999,"January","IDLHK","LHOK NGA",,
1999,"January","IDLIN","LINGKAS TARAKAN",1750169,2469767
1999,"January","IDLOL","LOLI",,
1999,"January","IDLSW","LHOK SEUMAWE",15925338,2.780e+08
1999,"January","IDLUB","LUBUK BESAR BANGKA",112291,4068000
1999,"January","IDLUV","TUAL",,
1999,"January","IDLUW","LUWUK",,
1999,"January","IDMAL","MANGOLE",672647,1577538
1999,"January","IDMAN","MANGGAR",,
1999,"January","IDMDC","SAM RATULANGI (U)",1733,76
1999,"January","IDMES","MEDAN / POLONIA (U)",1868655,575910
1999,"January","IDMJU","MAMUJU",,
1999,"January","IDMKQ","MERAUKE",17453185,13330544
1999,"January","IDMKW","MANOKWARI",,
1999,"January","IDMLI","MALILI, SULAWESI",3936806,1646359
1999,"January","IDMND","MANADO",37045,14279
1999,"January","IDMOF","MAUMERE",,
1999,"January","IDMOR","MORO SULIT",90980,79984296
1999,"January","IDMPS","MUARA PASIR",,
1999,"January","IDMRI","MUSI RIVER",17463497,34588679
1999,"January","IDMRK","MERAK",5783143,27789049
1999,"January","IDMSA","MUARA SABAK",5765819,13344362
1999,"January","IDMUD","MUARA DJAWA",,
1999,"January","IDMUN","MUNCAR",,
1999,"January","IDMUO","MUNTOK",13450907,4281981
1999,"January","IDNTI","BINTUNI, IRIAN JAYA",,
1999,"January","IDPAD","PADANG (PTT)",2611,1278000
1999,"January","IDPAG","PEGATAN",1877,1447
1999,"January","IDPAI","PANIPAHAN",57659,316080
1999,"January","IDPAJ","PANJALAI",,
1999,"January","IDPAK","PEKAN BARU",,
1999,"January","IDPAL","PALIMANAN",,
1999,"January","IDPAP","PARE-PARE",,
1999,"January","IDPAS","PASIR PANJANG",923876,1.750e+08
1999,"January","IDPAT","PANTOLOAN",5927452,4801587
1999,"January","IDPAZ","PASURUAN",,
1999,"January","IDPBA","PULAU BAAI",,
1999,"January","IDPBJ","PULO BUNJU, BORNEO",,
1999,"January","IDPBL","PULAU BULUH",1909665,2559787
1999,"January","IDPDB","PADANG BAAI",,
1999,"January","IDPDG","PADANG / TABING (U)",137106,158084
1999,"January","IDPDU","PANGKAL DURI",2349,15300
1999,"January","IDPEK","PEKANBARU (RUMBAI)",,
1999,"January","IDPEN","PEMANUKAN",,
1999,"January","IDPEU","PENUBA",13929,3732945
1999,"January","IDPGE","PULAU GEBE",,
1999,"January","IDPGK","PANGKAL PINANG (U)",,
1999,"January","IDPGX","PANGKAL BALAM",15701669,23753743
1999,"January","IDPJG","PANJANG",38057155,1.532e+08
1999,"January","IDPKN","PANGKALAN BUN",3684967,12804941
1999,"January","IDPKU","SIMPANG TIGA (U)",,
1999,"January","IDPLA","PALEMBANG - PLAJU",621431,33143000
1999,"January","IDPLM","SM.BADARUDDIN (U)",35060,20425
1999,"January","IDPLS","PALEMBANG-KERTAPATI",7375482,20875584
1999,"January","IDPMC","PANTE MACASSAR",,
1999,"January","IDPMG","MENENG",772800,1104000
1999,"January","IDPNK","SUPADIO (U)",275607,277171
1999,"January","IDPOL","POLENG",,
1999,"January","IDPON","PONTIANAK",24781851,50345615
1999,"January","IDPPA","PULAU PALAS",,
1999,"January","IDPPO","PALOPO",784248,1772267
1999,"January","IDPPS","PULANG PISAU",13268,45852
1999,"January","IDPRA","PERIGI RAJA",,
1999,"January","IDPRG","PARIGI",,
1999,"January","IDPRO","PROBOLINGGO",1937241,27051738
1999,"January","IDPSB","JKT./ POS PASAR BARU",,
1999,"January","IDPSJ","POSSO",,
1999,"January","IDPSS","PULAU SAMBU",12887946,1.892e+08
1999,"January","IDPSU","PANGKALAN SUSU",,
1999,"January","IDPTE","PULAU TELLO",10000,112500
1999,"January","IDPUM","POMALA",,
1999,"January","IDPWG","PERAWANG, SUMATRA",,
1999,"January","IDRAN","RANAI",,
1999,"January","IDSBG","ACEH - SABANG",,
1999,"January","IDSBR","SUNGAI BROMBANG",,
1999,"January","IDSBS","SAMBAS",,
1999,"January","IDSEB","SEBANGAN BAY",,
1999,"January","IDSEN","SENIPAH",12172209,1.429e+08
1999,"January","IDSEQ","SUNGAI PAKNING",6847020,92096000
1999,"January","IDSIN","SINABANG",,
1999,"January","IDSIQ","SINGKEP/ DABO (U)",,
1999,"January","IDSKE","SUNGAI KEMBUNG",2031,59490
1999,"January","IDSKL","SINGKEL",,
1999,"January","IDSKP","SEKUPANG",48515528,10263621
1999,"January","IDSKR","SEKURA",,
1999,"January","IDSLG","SIBOLGA",930099,1751293
1999,"January","IDSLI","SUNGAI LIAT",,
1999,"January","IDSMD","SEMUDA",,
1999,"January","IDSME","SIMPANG EMPAT",,
1999,"January","IDSMQ","SAMPIT",1729205,2208878
1999,"January","IDSMR","SEMARANG (PTT)",80134,88646
1999,"January","IDSNB","SINABOI",103,6750
1999,"January","IDSOC","JEBRES/ADI SUMARMO",1962142,641662
1999,"January","IDSOQ","SORONG / JEFMAN (U)",,
1999,"January","IDSOR","SORONG",2524267,3277315
1999,"January","IDSPA","SELAT PANJANG",882733,3389905
1999,"January","IDSPI","SUNGAI PINYUH",,
1999,"January","IDSPK","SEPEKAN",6269,200
1999,"January","IDSRD","SAMARINDA",30464609,3.375e+08
1999,"January","IDSRG","ACHMAD YANI (U)",338105,67660
1999,"January","IDSSI","SIAK SRI INDRAPURA",5188691,22688367
1999,"January","IDSST","SUNDA STRAIT (PENJ)",,
1999,"January","IDSTT","SINTETE",167611,41408
1999,"January","IDSUB","SURABAYA /JUANDA (U)",10046613,970925
1999,"January","IDSUG","SUNGAI GERONG",,
1999,"January","IDSUQ","SUNGAI GUNTUNG",,
1999,"January","IDSUR","SURABAYA (PTT)",15834,17756
1999,"January","IDSWQ","SUMBAWA/ BRANG-BIJI",,
1999,"January","IDTAN","TANJUNG UBAN",16697514,1.322e+08
1999,"January","IDTBK","TG BALAI KARIMUN",2960181,1.740e+09
1999,"January","IDTBR","TANJUNG BERINGIN",,
1999,"January","IDTBY","PADANG/TL.BAYUR",17618269,2.936e+08
1999,"January","IDTEM","TEMBILAHAN",,
1999,"January","IDTEN","TENAU",27600,1104000
1999,"January","IDTER","TEREMPA",5070334,8542975
1999,"January","IDTES","TANJUNG EMAS",1.488e+08,52584123
1999,"January","IDTGD","TAGULANDANG",,
1999,"January","IDTGR","PASIR/TANAH GROGOT",,
1999,"January","IDTIM","AMAMAPARE",1.184e+08,1.531e+08
1999,"January","IDTJB","TANJUNG BALAI ASAHAN",998035,4451576
1999,"January","IDTKA","TELOK AIR",330106,1072720
1999,"January","IDTKS","TELUK KASIM/SALAWATI",1837753,22963000
1999,"January","IDTLI","TOLI-TOLI",,
1999,"January","IDTLN","TANJUNG LENENG",674440,500000
1999,"January","IDTMD","TANJUNG MEDANG",44895,135808
1999,"January","IDTMG","TANJUNG MANGAIDAR",,
1999,"January","IDTNJ","KIJANG (U)",2856059,1.096e+08
1999,"January","IDTPD","TANJUNG PANDAN",958200,71850798
1999,"January","IDTPE","TANJUNG PERAK",2.593e+08,2.711e+08
1999,"January","IDTPK","TAPAKTUAN",21590,340000
1999,"January","IDTPN","TANJUNG PINANG",4306169,63069203
1999,"January","IDTPP","TANJUNG PRIOK",8.045e+08,1.059e+09
1999,"January","IDTPR","TANJUNG PURA",55650,21000
1999,"January","IDTRD","TANJUNG REDEP",544515,1555551
1999,"January","IDTRK","TARAKAN (U)",1536067,55674432
1999,"January","IDTSB","TELUK SEBANGAU",,
1999,"January","IDTSG","TANJUNG SANGATA",50564040,1.485e+09
1999,"January","IDTSM","TANJUNG SAMAK",21430,64700
1999,"January","IDTSO","TANJUNG SEKONG",,
1999,"January","IDTST","TANJUNG SANTAN",31654797,3.599e+08
1999,"January","IDTTE","TERNATE",3621527,10085500
1999,"January","IDTUB","TUBAN",7866089,1.125e+08
1999,"January","IDTUL","TULEHU",,
1999,"January","IDUJU","UJUNGPANDANG",25198276,27001924
1999,"January","IDUNA","UDANG NATUNA",25626147,2.940e+08
1999,"January","IDUPG","HASANUDDIN (U)",540468,160000
1999,"January","IDWKI","KEP. WAKAI (TOGIAN)",9825,4500
1999,"January","IDWSP","WAY SEPUTIH",,
1999,"January","IDZKL","STEENKOOL",,
1999,"January","IDZRI","SERUI",507177,1118107
2000,"January","144","BELAWAN",,
2000,"January","254","TANJUNG BATU, RIAU",,
2000,"January","265","SEKUPANG",,
2000,"January","494","TANJUNG EMAS",,
2000,"January","620","NGURAH RAI (U)",,
2000,"January","ID101","ACEH - SABANG",54730,76181
2000,"January","ID103","SIGLI",,
2000,"January","ID104","LHOK SEUMAWE",,
2000,"January","ID116","BLANG LANCANG (ARUN)",,
2000,"January","ID144","BELAWAN",,
2000,"January","ID145","TANJUNG BALAI ASAHAN",692958,32998000
2000,"January","ID148","LABUHAN BILIK",,
2000,"January","ID223","PANIPAHAN",,
2000,"January","ID225","DUMAI",,
2000,"January","ID248","TG BALAI KARIMUN",,
2000,"January","ID249","PULAU SAMBU",3120,3000
2000,"January","ID251","TANJUNG PINANG",,
2000,"January","ID258","BATU AMPAR",,
2000,"January","ID265","SEKUPANG",,
2000,"January","ID271","HANG NADIM (U)",,
2000,"January","ID324","PALEMBANG-KERTAPATI",337500,10800000
2000,"January","ID326","PALEMBANG - PLAJU",,
2000,"January","ID328","TANJUNG PANDAN",,
2000,"January","ID334","SM.BADARUDDIN (U)",,
2000,"January","ID340","MUSI RIVER",603038,979358
2000,"January","ID395","PANJANG",,
2000,"January","ID431","TANJUNG PRIOK",76858,4124
2000,"January","ID434","SUKARNO HATTA (U)",,
2000,"January","ID473","CIGADING",,
2000,"January","ID494","TANJUNG EMAS",,
2000,"January","ID496","ACHMAD YANI (U)",,
2000,"January","ID564","PASURUAN",,
2000,"January","ID587","SURABAYA /JUANDA (U)",,
2000,"January","ID620","NGURAH RAI (U)",27413,798
2000,"January","ID751","TELUK SEBANGAU",209600,317696
2000,"January","ID771","BANJARMASIN",,
2000,"January","ID804","SEMBOJA",,
2000,"January","ID805","SAMARINDA",,
2000,"January","ID808","LINGKAS TARAKAN",,
2000,"January","ID814","SEPINGGAN (U)",,
2000,"January","ID815","TARAKAN (U)",,
2000,"January","ID835","BITUNG",,
2000,"January","ID893","UJUNGPANDANG",,
2000,"January","ID904","HASANUDDIN (U)",,
2000,"January","IDAMI","MATARAM / SELAPARANG",,
2000,"January","IDAMP","AMPENAN",,
2000,"January","IDARJ","ARJUNA, JAVA",8673551,47459000
2000,"January","IDAUN","BLANG LANCANG (ARUN)",1.250e+08,6.401e+08
2000,"January","IDBAA","BAA",,
2000,"January","IDBAD","BANDA NAIRA",,
2000,"January","IDBAG","BAGAN SIAPI-API",84728,274782
2000,"January","IDBAJ","BAJO E",,
2000,"January","IDBAL","BALANTANG/MALILI",,
2000,"January","IDBAN","BANJARMASIN",43414946,6.654e+08
2000,"January","IDBDJ","SAMSUDIN NOOR (U)",94740,24126
2000,"January","IDBDO","HUSEIN SASTRANEGARA",,
2000,"January","IDBDS","BADAS SUMBAWA",,
2000,"January","IDBEK","BEKAPAI",,
2000,"January","IDBGG","BANGGAI",8500,3750
2000,"January","IDBIK","FRANS KASIEPO (U)",1373880,2565671
2000,"January","IDBIN","BINTORO",,
2000,"January","IDBIT","BITUNG",,
2000,"January","IDBJU","BANYUWANGI",200000,8610
2000,"January","IDBKI","BIRING KASSI",,
2000,"January","IDBKM","BULUKUMBA",,
2000,"January","IDBKU","BENGKULU",535963,25891980
2000,"January","IDBLC","BATU LICIN",,
2000,"January","IDBLG","BALONGAN",4272385,36748539
2000,"January","IDBLI","BLINJU, BANKA",,
2000,"January","IDBLJ","BELINJU",6275,2728571
2000,"January","IDBLS","BENGKALIS",191869,949430
2000,"January","IDBLW","BELAWAN",1.608e+08,2.960e+08
2000,"January","IDBMU","BIMA",,
2000,"January","IDBND","BANDUNG(PTT/GD BAGE)",65541368,15446995
2000,"January","IDBNT","BANTA ENG",,
2000,"January","IDBOA","BENOA/LOLOAN",735943,553853
2000,"January","IDBPD","BELAKANG PADANG",140474,1388858
2000,"January","IDBPN","SEPINGGAN (U)",155911,27899
2000,"January","IDBPP","BALIKPAPAN",71193840,5.482e+08
2000,"January","IDBTG","BONTANG",4.199e+08,2.517e+09
2000,"January","IDBTH","HANG NADIM (U)",8767727,234063
2000,"January","IDBTJ","BLANG BINTANG (U)",,
2000,"January","IDBTN","BINTUHAN",1630904,62326800
2000,"January","IDBTU","BATU AMPAR",2.194e+08,4.477e+08
2000,"January","IDBUN","BUATAN",32612619,53351243
2000,"January","IDBUW","BAU-BAU",59940,53953
2000,"January","IDBYQ","BUNYU",,
2000,"January","IDCBN","CIREBON/PENGGUNG (U)",,
2000,"January","IDCBW","CELUKAN BAWANG",,
2000,"January","IDCGD","CIGADING",20500378,62451583
2000,"January","IDCGK","SUKARNO HATTA (U)",1.125e+08,7107337
2000,"January","IDCIN","CINTA, JAVA",35119238,1.952e+08
2000,"January","IDCML","CIMALAYA",,
2000,"January","IDCXP","CILACAP",33876025,1.404e+08
2000,"January","IDDAS","SINGKEP - DABO",157217,99788208
2000,"January","IDDJB","PALMERAH/ SLT TAHA",173577,241920
2000,"January","IDDJJ","JAYAPURA / SENTANI",,
2000,"January","IDDJM","JAMBI",19849406,3.163e+08
2000,"January","IDDPS","NGURAH RAI (U)",49440925,4232410
2000,"January","IDDUM","DUMAI",2.891e+08,1.620e+09
2000,"January","IDEND","ENDE/IPI",,
2000,"January","IDENT","ENTIKONG",,
2000,"January","IDFKQ","FAK-FAK",116346,325943
2000,"January","IDGOR","GORONTALO",401283,321918
2000,"January","IDGRE","GRESIK",10244186,43434302
2000,"January","IDHLP","HLM. PERDANA KUSUMA",391578,11370
2000,"January","IDIDI","IDI",2524,26199
2000,"January","IDJKT","JAKARTA / PASAR IKAN",40940,11989
2000,"January","IDJOG","ADI SUCIPTO (U)",67343,4170
2000,"January","IDJOK","YOGYAKARTA (PTT)",,
2000,"January","IDJUA","JUATA TARAKAN",311093,46425
2000,"January","IDKAB","KABIL/PANAU",22208973,19299543
2000,"January","IDKAH","KAHAYAN BAY",879293,3295779
2000,"January","IDKDR","KENDARI",67925,147250
2000,"January","IDKEN","KUALA ENOK",5236537,15189304
2000,"January","IDKGD","KUALA GAUNG",51146,202994
2000,"January","IDKID","PULAU KIJANG",4061988,2.272e+08
2000,"January","IDKKP","KUALA KAPUAS",46787,55286
2000,"January","IDKLA","KAMP. LAUT",,
2000,"January","IDKLS","KUALA LANGSA",366539,2611930
2000,"January","IDKND","KALIANDA",,
2000,"January","IDKNG","KAIMANA",359032,2061930
2000,"January","IDKOE","KUPANG / EL-TARI (U)",3798992,2458000
2000,"January","IDKTB","KOTABARU",22748798,1.007e+09
2000,"January","IDKTG","KETAPANG K. BARAT",2378553,5851043
2000,"January","IDKTJ","KUALA TANJUNG",28626592,46265890
2000,"January","IDKTK","KUALA TUNGKAL",14771853,29838374
2000,"January","IDLAB","LABUHA MALUKU",6326,14000
2000,"January","IDLAH","LABUHAN, JAVA",,
2000,"January","IDLAS","LANGSA, SUMATRA",,
2000,"January","IDLBI","LABUHAN BILIK",172449,239100
2000,"January","IDLEI","LEIDONG",,
2000,"January","IDLIN","LINGKAS TARAKAN",5594240,16935194
2000,"January","IDLKS","LOMBOK",,
2000,"January","IDLOL","LOLI",96709,195853
2000,"January","IDLSW","LHOK SEUMAWE",6049560,70501625
2000,"January","IDLUB","LUBUK BESAR BANGKA",3287,1100000
2000,"January","IDLUK","LABUHAN UKI",,
2000,"January","IDLUW","LUWUK",,
2000,"January","IDMAL","MANGOLE",,
2000,"January","IDMAN","MANGGAR",,
2000,"January","IDMDC","SAM RATULANGI (U)",726285,160712
2000,"January","IDMES","MEDAN / POLONIA (U)",1954297,452016
2000,"January","IDMJU","MAMUJU",,
2000,"January","IDMKQ","MERAUKE",276176,389845
2000,"January","IDMKW","MANOKWARI",25663,63588
2000,"January","IDMLI","MALILI, SULAWESI",26480728,5229389
2000,"January","IDMND","MANADO",,
2000,"January","IDMOF","MAUMERE",,
2000,"January","IDMOR","MORO SULIT",49950,53280000
2000,"January","IDMRI","MUSI RIVER",20623549,77423010
2000,"January","IDMRK","MERAK",18100045,41506046
2000,"January","IDMSA","MUARA SABAK",10278508,21834009
2000,"January","IDMUO","MUNTOK",13151925,9180000
2000,"January","IDNBX","NABIRE , IRIAN JAYA",,
2000,"January","IDNTI","BINTUNI, IRIAN JAYA",1906283,988652
2000,"January","IDOKQ","OKABA, IRIAN JAYA",,
2000,"January","IDPAC","PACITAN",,
2000,"January","IDPAD","PADANG (PTT)",,
2000,"January","IDPAI","PANIPAHAN",16658,48344
2000,"January","IDPAJ","PANJALAI",,
2000,"January","IDPAK","PEKAN BARU",4027586,6292178
2000,"January","IDPAL","PALIMANAN",,
2000,"January","IDPAP","PARE-PARE",,
2000,"January","IDPAS","PASIR PANJANG",662649,2.113e+08
2000,"January","IDPAT","PANTOLOAN",3356273,4456930
2000,"January","IDPAZ","PASURUAN",48608,26086
2000,"January","IDPBA","PULAU BAAI",1430671,70045660
2000,"January","IDPBJ","PULO BUNJU, BORNEO",549500,16850000
2000,"January","IDPBL","PULAU BULUH",3185135,2616981
2000,"January","IDPDB","PADANG BAAI",,
2000,"January","IDPDG","PADANG / TABING (U)",640,489
2000,"January","IDPEK","PEKANBARU (RUMBAI)",,
2000,"January","IDPEN","PEMANUKAN",,
2000,"January","IDPGE","PULAU GEBE",3916254,2.334e+08
2000,"January","IDPGK","PANGKAL PINANG (U)",84591,15000
2000,"January","IDPGX","PANGKAL BALAM",12130614,7488810
2000,"January","IDPJG","PANJANG",37864933,2.468e+08
2000,"January","IDPKN","PANGKALAN BUN",4951909,10930296
2000,"January","IDPKR","PANGKALAN BRANDAN",,
2000,"January","IDPKU","SIMPANG TIGA (U)",58102,56998
2000,"January","IDPLA","PALEMBANG - PLAJU",14544423,52153501
2000,"January","IDPLM","SM.BADARUDDIN (U)",3446669,8557572
2000,"January","IDPLS","PALEMBANG-KERTAPATI",1873832,9654301
2000,"January","IDPMC","PANTE MACASSAR",829175,1147460
2000,"January","IDPMG","MENENG",,
2000,"January","IDPNK","SUPADIO (U)",101284,37803
2000,"January","IDPON","PONTIANAK",27364253,48149047
2000,"January","IDPPA","PULAU PALAS",,
2000,"January","IDPPO","PALOPO",1064667,1859827
2000,"January","IDPPS","PULANG PISAU",558826,61793
2000,"January","IDPRG","PARIGI",,
2000,"January","IDPRO","PROBOLINGGO",3031242,3714773
2000,"January","IDPSJ","POSSO",,
2000,"January","IDPSS","PULAU SAMBU",19311542,1.322e+08
2000,"January","IDPSU","PANGKALAN SUSU",272159,455343
2000,"January","IDPTE","PULAU TELLO",,
2000,"January","IDPTR","PUTERAN",,
2000,"January","IDPUM","POMALA",3249423,47661350
2000,"January","IDPWG","PERAWANG, SUMATRA",42600964,71223873
2000,"January","IDRAB","RABA",,
2000,"January","IDSBG","ACEH - SABANG",,
2000,"January","IDSBS","SAMBAS",,
2000,"January","IDSEB","SEBANGAN BAY",,
2000,"January","IDSEG","SEGAMA, BORNEO",,
2000,"January","IDSEN","SENIPAH",20592946,1.115e+08
2000,"January","IDSEQ","SUNGAI PAKNING",8781238,52150108
2000,"January","IDSIA","SIAK YECHIL, RIAU",133829,264480
2000,"January","IDSIG","SIGLI",,
2000,"January","IDSKP","SEKUPANG",1.589e+08,13975371
2000,"January","IDSLG","SIBOLGA",498661,615695
2000,"January","IDSLI","SUNGAI LIAT",,
2000,"January","IDSMD","SEMUDA",,
2000,"January","IDSMQ","SAMPIT",1912362,3120070
2000,"January","IDSNB","SINABOI",6784,19506
2000,"January","IDSNR","SANUR",,
2000,"January","IDSOC","JEBRES/ADI SUMARMO",1377930,1287669
2000,"January","IDSOQ","SORONG / JEFMAN (U)",189950,633333
2000,"January","IDSOR","SORONG",4974511,18297298
2000,"January","IDSPA","SELAT PANJANG",908146,3285875
2000,"January","IDSPK","SEPEKAN",,
2000,"January","IDSQR","SOROAKO",,
