tahun,bulan,kode_pelabuhan,nama_pelabuhan,nilai,berat
1999,"January","101","NA",,
1999,"January","102","ULEE LHEUE",,
1999,"January","104","LHOK SEUMAWE",,
1999,"January","108","MEULABOH",,
1999,"January","112","BAKONGAN",,
1999,"January","264","BAGAN SIAPI-API(U)",,
1999,"January","293","JAMBI",,
1999,"January","324","PALEMBANG-KERTAPATI",,
1999,"January","326","PALEMBANG - PLAJU",,
1999,"January","431","TANJUNG PRIOK",5094567,2974986
1999,"January","434","SUKARNO HATTA (U)",,
1999,"January","461","MERAK",,
1999,"January","494","TANJUNG EMAS",2668,13592
1999,"January","563","TANJUNG PERAK",,
1999,"January","612","GILIMANUK",,
1999,"January","620","NGURAH RAI (U)",,
1999,"January","714","PONTIANAK",,
1999,"January","843","SAM RATULANGI (U)",,
1999,"January","893","UJUNGPANDANG",,
1999,"January","897","MALILI, SULAWESI",,
1999,"January","ID101","ACEH - SABANG",,
1999,"January","ID112","BAKONGAN",,
1999,"January","ID225","DUMAI",,
1999,"January","ID326","PALEMBANG - PLAJU",,
1999,"January","ID431","TANJUNG PRIOK",,
1999,"January","ID434","SUKARNO HATTA (U)",,
1999,"January","ID468","BANDUNG(PTT/GD BAGE)",,
1999,"January","IDAMB","AMBON",,
1999,"January","IDAMI","MATARAM / SELAPARANG",68227,2212
1999,"January","IDAUN","BLANG LANCANG (ARUN)",8558741,853706
1999,"January","IDBAG","BAGAN SIAPI-API",,
1999,"January","IDBAJ","BAJO E",,
1999,"January","IDBAL","BALANTANG/MALILI",,
1999,"January","IDBAN","BANJARMASIN",12800808,9023185
1999,"January","IDBAO","BAKONGAN",,
1999,"January","IDBDJ","SAMSUDIN NOOR (U)",,
1999,"January","IDBDL","BANDUL",,
1999,"January","IDBDO","HUSEIN SASTRANEGARA",,
1999,"January","IDBDS","BADAS SUMBAWA",,
1999,"January","IDBEK","BEKAPAI",,
1999,"January","IDBIK","FRANS KASIEPO (U)",,
1999,"January","IDBIT","BITUNG",1477055,2013738
1999,"January","IDBJU","BANYUWANGI",,
1999,"January","IDBKI","BIRING KASSI",429547,21573973
1999,"January","IDBKU","BENGKULU",1537,27
1999,"January","IDBLG","BALONGAN",,
1999,"January","IDBLS","BENGKALIS",,
1999,"January","IDBLW","BELAWAN",67523582,1.980e+08
1999,"January","IDBMU","BIMA",5737358,954233
1999,"January","IDBND","BANDUNG(PTT/GD BAGE)",102240,25807
1999,"January","IDBOA","BENOA/LOLOAN",6398604,17710680
1999,"January","IDBPD","BELAKANG PADANG",28694,50977
1999,"January","IDBPN","SEPINGGAN (U)",5564008,2044620
1999,"January","IDBPP","BALIKPAPAN",39933680,2.250e+08
1999,"January","IDBTG","BONTANG",37395113,1426893
1999,"January","IDBTH","HANG NADIM (U)",,
1999,"January","IDBTJ","BLANG BINTANG (U)",294368,48270
1999,"January","IDBTN","BINTUHAN",,
1999,"January","IDBUL","BULELENG",2219465,391708
1999,"January","IDBUN","BUATAN",23086,568
1999,"January","IDBUW","BAU-BAU",2858451,106344
1999,"January","IDCBN","CIREBON/PENGGUNG (U)",,
1999,"January","IDCBW","CELUKAN BAWANG",,
1999,"January","IDCGD","CIGADING",314572,1235720
1999,"January","IDCGK","SUKARNO HATTA (U)",72483958,24882407
1999,"January","IDCXP","CILACAP",89543871,9.194e+08
1999,"January","IDDAS","SINGKEP - DABO",,
1999,"January","IDDBO","DOBO",,
1999,"January","IDDIL","DILLI / KOMORO (U)",,
1999,"January","IDDJB","PALMERAH/ SLT TAHA",,
1999,"January","IDDJJ","JAYAPURA / SENTANI",667990,13248
1999,"January","IDDJM","JAMBI",1674385,3764285
1999,"January","IDDPS","NGURAH RAI (U)",1814427,174952
1999,"January","IDDUM","DUMAI",11787781,10735468
1999,"January","IDEND","ENDE/IPI",,
1999,"January","IDENT","ENTIKONG",,
1999,"January","IDGLX","GALELA , MALUKU",82912,100000
1999,"January","IDGOR","GORONTALO",,
1999,"January","IDGRE","GRESIK",1076923,11536227
1999,"January","IDHLP","HLM. PERDANA KUSUMA",39569,5070
1999,"January","IDIDI","IDI",,
1999,"January","IDJKT","JAKARTA / PASAR IKAN",90152,1936
1999,"January","IDKAH","KAHAYAN BAY",38463,1199
1999,"January","IDKAM","KAMBUNONG, CELEBES",,
1999,"January","IDKAR","KAROSA, SULAWESI",,
1999,"January","IDKDD","KEDINDI/REO",,
1999,"January","IDKDI","WOLTER MONGINSIDI(U)",,
1999,"January","IDKDR","KENDARI",75459,72999
1999,"January","IDKEN","KUALA ENOK",56604,22686
1999,"January","IDKLB","KALIBARU",1682708,12109479
1999,"January","IDKLG","KALIANGET",2104469,181870
1999,"January","IDKLS","KUALA LANGSA",,
1999,"January","IDKOE","KUPANG / EL-TARI (U)",228,7
1999,"January","IDKRU","KRUENG R. MALAHAYATI",,
1999,"January","IDKTA","KOTA AGUNG",51616100,5.439e+08
1999,"January","IDKTB","KOTABARU",2332419,387358
1999,"January","IDKTG","KETAPANG K. BARAT",,
1999,"January","IDKTJ","KUALA TANJUNG",4670170,24488000
1999,"January","IDKTK","KUALA TUNGKAL",798332,572907
1999,"January","IDKTP","KETAPANG JAWA TIMUR",496000,392980
1999,"January","IDKUA","KUANDANG",,
1999,"January","IDKUM","KUMAI",87626,319000
1999,"January","IDLEM","LEMBAR",1656500,5501810
1999,"January","IDLHJ","LABUHAN HAJI ACEH",230892,9094631
1999,"January","IDLHK","LHOK NGA",,
1999,"January","IDLIN","LINGKAS TARAKAN",,
1999,"January","IDLSW","LHOK SEUMAWE",12277971,8339232
1999,"January","IDLUV","TUAL",,
1999,"January","IDMAL","MANGOLE",,
1999,"January","IDMAN","MANGGAR",,
1999,"January","IDMDC","SAM RATULANGI (U)",25679,1728
1999,"January","IDMES","MEDAN / POLONIA (U)",766443,58883
1999,"January","IDMLI","MALILI, SULAWESI",3539721,1189403
1999,"January","IDMNT","MANTANG, RIAU",,
1999,"January","IDMOF","MAUMERE",7466,740
1999,"January","IDMRI","MUSI RIVER",,
1999,"January","IDMRK","MERAK",47045102,1.493e+08
1999,"January","IDMSA","MUARA SABAK",264058,15050
1999,"January","IDMUO","MUNTOK",,
1999,"January","IDNAM","NAMLEA",,
1999,"January","IDOLO","ULEE LHEUE",,
1999,"January","IDPAD","PADANG (PTT)",,
1999,"January","IDPAG","PEGATAN",,
1999,"January","IDPAI","PANIPAHAN",8550,3900
1999,"January","IDPAK","PEKAN BARU",138470,497795
1999,"January","IDPAL","PALIMANAN",,
1999,"January","IDPAP","PARE-PARE",3810327,12724000
1999,"January","IDPAS","PASIR PANJANG",106841,42124
1999,"January","IDPAT","PANTOLOAN",85000,500000
1999,"January","IDPAZ","PASURUAN",,
1999,"January","IDPBA","PULAU BAAI",,
1999,"January","IDPBL","PULAU BULUH",,
1999,"January","IDPDG","PADANG / TABING (U)",115052,72327
1999,"January","IDPEK","PEKANBARU (RUMBAI)",14272,404
1999,"January","IDPGK","PANGKAL PINANG (U)",8925,1925
1999,"January","IDPGX","PANGKAL BALAM",4660018,12117583
1999,"January","IDPIN","PINRANG",,
1999,"January","IDPJG","PANJANG",7540752,30829064
1999,"January","IDPKU","SIMPANG TIGA (U)",40799,1778
1999,"January","IDPLA","PALEMBANG - PLAJU",428521,99262
1999,"January","IDPLM","SM.BADARUDDIN (U)",75922455,7555425
1999,"January","IDPLS","PALEMBANG-KERTAPATI",,
1999,"January","IDPLW","PALU / MUTIARA (U)",,
1999,"January","IDPMG","MENENG",136629,1518102
1999,"January","IDPNK","SUPADIO (U)",140452,13540
1999,"January","IDPNN","PAMANUKAN, JAVA",,
1999,"January","IDPOL","POLENG",,
1999,"January","IDPON","PONTIANAK",9151336,25376035
1999,"January","IDPPO","PALOPO",,
1999,"January","IDPPS","PULANG PISAU",3536,197
1999,"January","IDPRA","PERIGI RAJA",,
1999,"January","IDPRG","PARIGI",,
1999,"January","IDPRN","PANARUKAN",26950160,2.451e+08
1999,"January","IDPRO","PROBOLINGGO",15717,19778
1999,"January","IDPSB","JKT./ POS PASAR BARU",,
1999,"January","IDPSJ","POSSO",,
1999,"January","IDPSS","PULAU SAMBU",7588553,99760929
1999,"January","IDPSU","PANGKALAN SUSU",19126,409
1999,"January","IDPTE","PULAU TELLO",,
1999,"January","IDPUM","POMALA",,
1999,"January","IDPWG","PERAWANG, SUMATRA",,
1999,"January","IDRAB","RABA",,
1999,"January","IDRAM","RAMBIPUJI JEMBER",,
1999,"January","IDRAN","RANAI",,
1999,"January","IDREM","REMBANG",,
1999,"January","IDRGA","RENGAT",,
1999,"January","IDSAB","SABANG - SULAWESI",,
1999,"January","IDSAK","SANGKAPURA / BAWEAN",,
1999,"January","IDSAM","SAMPANG",,
1999,"January","IDSBG","ACEH - SABANG",4945,797
1999,"January","IDSDU","SUNGAI DURI",,
1999,"January","IDSEB","SEBANGAN BAY",,
1999,"January","IDSEN","SENIPAH",,
1999,"January","IDSEQ","SUNGAI PAKNING",163007,19708
1999,"January","IDSIA","SIAK YECHIL, RIAU",,
1999,"January","IDSIQ","SINGKEP/ DABO (U)",,
1999,"January","IDSKL","SINGKEL",,
1999,"January","IDSKR","SEKURA",,
1999,"January","IDSLG","SIBOLGA",10301,260
1999,"January","IDSLY","SELAYAR",,
1999,"January","IDSMQ","SAMPIT",38698,106000
1999,"January","IDSMR","SEMARANG (PTT)",2141213,1588636
1999,"January","IDSOC","JEBRES/ADI SUMARMO",223011,186693
1999,"January","IDSOQ","SORONG / JEFMAN (U)",,
1999,"January","IDSOR","SORONG",309569,163854
1999,"January","IDSPA","SELAT PANJANG",222124,70350
1999,"January","IDSPD","SAPUDI",,
1999,"January","IDSRD","SAMARINDA",13526977,3955715
1999,"January","IDSRG","ACHMAD YANI (U)",70444,79336
1999,"January","IDSRI","TEMINDUNG (U)",,
1999,"January","IDSSI","SIAK SRI INDRAPURA",793376,21470
1999,"January","IDSTT","SINTETE",,
1999,"January","IDSUB","SURABAYA /JUANDA (U)",7359650,1019462
1999,"January","IDSUG","SUNGAI GERONG",,
1999,"January","IDSUQ","SUNGAI GUNTUNG",,
1999,"January","IDSUR","SURABAYA (PTT)",378873,533729
1999,"January","IDSWQ","SUMBAWA/ BRANG-BIJI",24606064,4521959
1999,"January","IDTAN","TANJUNG UBAN",27725,250700
1999,"January","IDTBK","TG BALAI KARIMUN",501654,1150146
1999,"January","IDTBT","TANJUNG BATU, RIAU",,
1999,"January","IDTBY","PADANG/TL.BAYUR",17737712,78380990
1999,"January","IDTEG","TEGAL",,
1999,"January","IDTEM","TEMBILAHAN",,
1999,"January","IDTEN","TENAU",1881000,6600000
1999,"January","IDTER","TEREMPA",,
1999,"January","IDTES","TANJUNG EMAS",73354998,1.388e+08
1999,"January","IDTGR","PASIR/TANAH GROGOT",236722,29513
1999,"January","IDTIM","AMAMAPARE",1.009e+08,84077842
1999,"January","IDTJB","TANJUNG BALAI ASAHAN",188567,801450
1999,"January","IDTLN","TANJUNG LENENG",4140665,3152550
1999,"January","IDTNJ","KIJANG (U)",,
1999,"January","IDTOB","TOBELO",,
1999,"January","IDTPD","TANJUNG PANDAN",,
1999,"January","IDTPE","TANJUNG PERAK",2.042e+08,5.638e+08
1999,"January","IDTPK","TAPAKTUAN",,
1999,"January","IDTPN","TANJUNG PINANG",,
1999,"January","IDTPP","TANJUNG PRIOK",6.610e+08,9.541e+08
1999,"January","IDTPR","TANJUNG PURA",19379,1730
1999,"January","IDTRD","TANJUNG REDEP",,
1999,"January","IDTRK","TARAKAN (U)",12003,36688
1999,"January","IDTSE","TANJUNG SELIU",,
1999,"January","IDTSG","TANJUNG SANGATA",1826570,161641
1999,"January","IDTSO","TANJUNG SEKONG",,
1999,"January","IDTTE","TERNATE",,
1999,"January","IDTUB","TUBAN",,
1999,"January","IDTUL","TULEHU",,
1999,"January","IDUJU","UJUNGPANDANG",12814219,30438872
1999,"January","IDUNA","UDANG NATUNA",470645,739463
1999,"January","IDUPG","HASANUDDIN (U)",299873,23775
1999,"January","IDWAN","WANI",,
1999,"January","IDWKI","KEP. WAKAI (TOGIAN)",,
1999,"January","IDWSP","WAY SEPUTIH",,
2000,"January","104","LHOK SEUMAWE",1260802,19103000
2000,"January","106","LANGSA, SUMATRA",,
2000,"January","115","BLANG BINTANG (U)",1724,23
2000,"January","118","KUALA LANGSA",,
2000,"January","166","MEDAN / POLONIA (U)",1146,6
2000,"January","224","SINABOI",,
2000,"January","225","DUMAI",22195,182
2000,"January","431","TANJUNG PRIOK",1017,2580
2000,"January","494","TANJUNG EMAS",,
2000,"January","563","TANJUNG PERAK",,
2000,"January","564","PASURUAN",51899,38494
2000,"January","620","NGURAH RAI (U)",,
2000,"January","808","LINGKAS TARAKAN",,
2000,"January","ID106","LANGSA, SUMATRA",,
2000,"January","ID225","DUMAI",,
2000,"January","ID261","SIMPANG TIGA (U)",3198,34
2000,"January","ID477","PAMANUKAN, JAVA",,
2000,"January","IDADB","ADANG BAY",886082,47626
2000,"January","IDAMB","AMBON",,
2000,"January","IDAMI","MATARAM / SELAPARANG",65975,2329
2000,"January","IDATA","ATAPUPU",,
2000,"January","IDAUN","BLANG LANCANG (ARUN)",2206845,446623
2000,"January","IDBAG","BAGAN SIAPI-API",,
2000,"January","IDBAJ","BAJO E",,
2000,"January","IDBAL","BALANTANG/MALILI",,
2000,"January","IDBAN","BANJARMASIN",11193688,15571318
2000,"January","IDBAR","BANDAR KHALIPAH",,
2000,"January","IDBDJ","SAMSUDIN NOOR (U)",,
2000,"January","IDBEJ","BERAU",,
2000,"January","IDBIT","BITUNG",,
2000,"January","IDBJU","BANYUWANGI",,
2000,"January","IDBKI","BIRING KASSI",,
2000,"January","IDBKL","BANGKALAN",,
2000,"January","IDBKU","BENGKULU",4205,22500
2000,"January","IDBLC","BATU LICIN",,
2000,"January","IDBLG","BALONGAN",22593,29820
2000,"January","IDBLS","BENGKALIS",2109,3827
2000,"January","IDBLW","BELAWAN",47327007,1.500e+08
2000,"January","IDBMU","BIMA",8275974,6304115
2000,"January","IDBND","BANDUNG(PTT/GD BAGE)",527487,358564
2000,"January","IDBOA","BENOA/LOLOAN",1757586,7862262
2000,"January","IDBPD","BELAKANG PADANG",65316808,18555000
2000,"January","IDBPN","SEPINGGAN (U)",958120,24644
2000,"January","IDBPP","BALIKPAPAN",25026114,87541377
2000,"January","IDBTG","BONTANG",9979372,804053
2000,"January","IDBTH","HANG NADIM (U)",7575,42
2000,"January","IDBTJ","BLANG BINTANG (U)",,
2000,"January","IDBTN","BINTUHAN",,
2000,"January","IDBUL","BULELENG",,
2000,"January","IDBUN","BUATAN",,
2000,"January","IDBXD","BADE, IRIAN JAYA",,
2000,"January","IDBYQ","BUNYU",,
2000,"January","IDCBN","CIREBON/PENGGUNG (U)",115263,3001063
2000,"January","IDCGD","CIGADING",10335520,2.814e+08
2000,"January","IDCGK","SUKARNO HATTA (U)",78677895,6149928
2000,"January","IDCOM","COMAL",21104,486
2000,"January","IDCXP","CILACAP",1.535e+08,7.783e+08
2000,"January","IDDAS","SINGKEP - DABO",,
2000,"January","IDDBO","DOBO",,
2000,"January","IDDIL","DILLI / KOMORO (U)",,
2000,"January","IDDJA","DJANKAR",,
2000,"January","IDDJB","PALMERAH/ SLT TAHA",,
2000,"January","IDDJJ","JAYAPURA / SENTANI",,
2000,"January","IDDJM","JAMBI",1768201,4699890
2000,"January","IDDPS","NGURAH RAI (U)",2163775,166230
2000,"January","IDDUM","DUMAI",17111273,37617171
2000,"January","IDEND","ENDE/IPI",,
2000,"January","IDENT","ENTIKONG",,
2000,"January","IDGLX","GALELA , MALUKU",165824,200000
2000,"January","IDGOR","GORONTALO",,
2000,"January","IDGRE","GRESIK",8933902,56308700
2000,"January","IDHLA","SUKARNAPURA",,
2000,"January","IDHLP","HLM. PERDANA KUSUMA",1033044,44978
2000,"January","IDIDI","IDI",,
2000,"January","IDJKT","JAKARTA / PASAR IKAN",698,1890
2000,"January","IDJOG","ADI SUCIPTO (U)",,
2000,"January","IDKAH","KAHAYAN BAY",,
2000,"January","IDKDD","KEDINDI/REO",,
2000,"January","IDKDI","WOLTER MONGINSIDI(U)",,
2000,"January","IDKDR","KENDARI",,
2000,"January","IDKEN","KUALA ENOK",278,52
2000,"January","IDKID","PULAU KIJANG",,
2000,"January","IDKKP","KUALA KAPUAS",,
2000,"January","IDKLB","KALIBARU",4944138,20676148
2000,"January","IDKLS","KUALA LANGSA",,
2000,"January","IDKOE","KUPANG / EL-TARI (U)",,
2000,"January","IDKRU","KRUENG R. MALAHAYATI",,
2000,"January","IDKTA","KOTA AGUNG",75737097,3.476e+08
2000,"January","IDKTB","KOTABARU",165420,6700
2000,"January","IDKTJ","KUALA TANJUNG",5502638,26000000
2000,"January","IDKTK","KUALA TUNGKAL",4912633,5464936
2000,"January","IDKTP","KETAPANG JAWA TIMUR",,
2000,"January","IDKUM","KUMAI",213562,1240450
2000,"January","IDLAS","LANGSA, SUMATRA",,
2000,"January","IDLEM","LEMBAR",,
2000,"January","IDLHJ","LABUHAN HAJI ACEH",,
2000,"January","IDLKA","LARANTUKA",,
2000,"January","IDLKS","LOMBOK",,
2000,"January","IDLSW","LHOK SEUMAWE",1726442,26150
2000,"January","IDMDC","SAM RATULANGI (U)",,
2000,"January","IDMES","MEDAN / POLONIA (U)",259894,7647
2000,"January","IDMJU","MAMUJU",,
2000,"January","IDMLI","MALILI, SULAWESI",1594213,260899
2000,"January","IDMND","MANADO",,
2000,"January","IDMRK","MERAK",1.483e+08,6.366e+08
2000,"January","IDMSA","MUARA SABAK",2110,352
2000,"January","IDMUO","MUNTOK",,
2000,"January","IDNTI","BINTUNI, IRIAN JAYA",598534,303979
2000,"January","IDPAC","PACITAN",,
2000,"January","IDPAI","PANIPAHAN",,
2000,"January","IDPAK","PEKAN BARU",16656825,36263297
2000,"January","IDPAS","PASIR PANJANG",148439,31071
2000,"January","IDPAT","PANTOLOAN",8609,14507
2000,"January","IDPAZ","PASURUAN",11362,145674
2000,"January","IDPBA","PULAU BAAI",,
2000,"January","IDPBL","PULAU BULUH",120487,2195716
2000,"January","IDPDG","PADANG / TABING (U)",41147,152
2000,"January","IDPDU","PANGKAL DURI",,
2000,"January","IDPEK","PEKANBARU (RUMBAI)",7480904,1302516
2000,"January","IDPEM","PEMANGKAT",1194,15000
2000,"January","IDPGE","PULAU GEBE",21258,685
2000,"January","IDPGK","PANGKAL PINANG (U)",,
2000,"January","IDPGX","PANGKAL BALAM",2067814,5132056
2000,"January","IDPJG","PANJANG",9014782,45189995
2000,"January","IDPKN","PANGKALAN BUN",,
2000,"January","IDPKR","PANGKALAN BRANDAN",,
2000,"January","IDPKU","SIMPANG TIGA (U)",232014,6243
2000,"January","IDPLA","PALEMBANG - PLAJU",1816006,1098513
2000,"January","IDPLM","SM.BADARUDDIN (U)",24264165,94227388
2000,"January","IDPLS","PALEMBANG-KERTAPATI",1226291,777025
2000,"January","IDPLW","PALU / MUTIARA (U)",,
2000,"January","IDPMG","MENENG",64860,11460
2000,"January","IDPNK","SUPADIO (U)",,
2000,"January","IDPNN","PAMANUKAN, JAVA",,
2000,"January","IDPON","PONTIANAK",9771165,44873824
2000,"January","IDPPS","PULANG PISAU",,
2000,"January","IDPRN","PANARUKAN",690625,320000
2000,"January","IDPRO","PROBOLINGGO",60621256,2.748e+08
2000,"January","IDPSB","JKT./ POS PASAR BARU",,
2000,"January","IDPSS","PULAU SAMBU",29597210,1.914e+08
2000,"January","IDPSU","PANGKALAN SUSU",612978,1573134
2000,"January","IDPTE","PULAU TELLO",,
2000,"January","IDPTR","PUTERAN",,
2000,"January","IDPUM","POMALA",,
2000,"January","IDPWG","PERAWANG, SUMATRA",9521517,9539152
2000,"January","IDRAN","RANAI",,
2000,"January","IDRGA","RENGAT",,
2000,"January","IDRPA","RANTAU PANJANG",,
2000,"January","IDSAB","SABANG - SULAWESI",,
2000,"January","IDSBG","ACEH - SABANG",21870,18000
2000,"January","IDSEB","SEBANGAN BAY",,
2000,"January","IDSEM","SEMBAKUNG",,
2000,"January","IDSEN","SENIPAH",,
2000,"January","IDSEQ","SUNGAI PAKNING",2725353,5498910
2000,"January","IDSLG","SIBOLGA",,
2000,"January","IDSLI","SUNGAI LIAT",,
2000,"January","IDSMD","SEMUDA",,
2000,"January","IDSMK","SEMPLAK",,
2000,"January","IDSMQ","SAMPIT",,
2000,"January","IDSMR","SEMARANG (PTT)",24381,9274
2000,"January","IDSOC","JEBRES/ADI SUMARMO",4661,13591
2000,"January","IDSOQ","SORONG / JEFMAN (U)",,
2000,"January","IDSOR","SORONG",806254,165149
2000,"January","IDSPA","SELAT PANJANG",43449,13554
2000,"January","IDSPT","SAPAT",,
2000,"January","IDSRD","SAMARINDA",8391004,7987362
2000,"January","IDSRG","ACHMAD YANI (U)",,
2000,"January","IDSSI","SIAK SRI INDRAPURA",420355,117392
2000,"January","IDSTT","SINTETE",12247,402
2000,"January","IDSUB","SURABAYA /JUANDA (U)",2459404,332803
2000,"January","IDSUG","SUNGAI GERONG",,
2000,"January","IDSUN","SUNGSANG",,
2000,"January","IDSUP","SUMENEP, MADURA",,
2000,"January","IDSUQ","SUNGAI GUNTUNG",,
2000,"January","IDSUR","SURABAYA (PTT)",1645978,26590948
2000,"January","IDSWQ","SUMBAWA/ BRANG-BIJI",,
2000,"January","IDTAN","TANJUNG UBAN",,
2000,"January","IDTBK","TG BALAI KARIMUN",147883,85421
2000,"January","IDTBT","TANJUNG BATU, RIAU",,
2000,"January","IDTBY","PADANG/TL.BAYUR",6259113,1450586
2000,"January","IDTEG","TEGAL",,
2000,"January","IDTEM","TEMBILAHAN",89681,250000
2000,"January","IDTEN","TENAU",3113167,158669
2000,"January","IDTER","TEREMPA",317266,314646
2000,"January","IDTES","TANJUNG EMAS",1.410e+08,91873925
2000,"January","IDTGR","PASIR/TANAH GROGOT",438800,90763
2000,"January","IDTIM","AMAMAPARE",36839381,25690080
2000,"January","IDTJB","TANJUNG BALAI ASAHAN",53644,278178
2000,"January","IDTLI","TOLI-TOLI",649401,141457
2000,"January","IDTLN","TANJUNG LENENG",1297743,2588640
2000,"January","IDTNJ","KIJANG (U)",20810,37500
2000,"January","IDTOB","TOBELO",,
2000,"January","IDTPD","TANJUNG PANDAN",114554,116783
2000,"January","IDTPE","TANJUNG PERAK",2.917e+08,8.352e+08
2000,"January","IDTPK","TAPAKTUAN",,
2000,"January","IDTPN","TANJUNG PINANG",220670,926933
2000,"January","IDTPP","TANJUNG PRIOK",6.598e+08,8.997e+08
2000,"January","IDTPR","TANJUNG PURA",5088,10193
2000,"January","IDTRD","TANJUNG REDEP",,
2000,"January","IDTRK","TARAKAN (U)",405,469
2000,"January","IDTSB","TELUK SEBANGAU",1543,470
2000,"January","IDTSE","TANJUNG SELIU",,
2000,"January","IDTSG","TANJUNG SANGATA",8344371,1739084
2000,"January","IDTSM","TANJUNG SAMAK",,
2000,"January","IDTST","TANJUNG SANTAN",,
2000,"January","IDTTE","TERNATE",246852,227051
2000,"January","IDTUB","TUBAN",10143,373
2000,"January","IDUJU","UJUNGPANDANG",12312756,47834693
2000,"January","IDUNA","UDANG NATUNA",1.232e+08,3.263e+08
2000,"January","IDUPG","HASANUDDIN (U)",18127,565
2001,"January","431","TANJUNG PRIOK",,
2001,"January","434","SUKARNO HATTA (U)",,
2001,"January","461","MERAK",,
2001,"January","494","TANJUNG EMAS",,
2001,"January","563","TANJUNG PERAK",,
2001,"January","595","MENENG",,
2001,"January","770","KAHAYAN BAY",,
2001,"January","999","STEENKOOL",,
2001,"January","ID461","MERAK",,
2001,"January","ID468","BANDUNG(PTT/GD BAGE)",,
2001,"January","ID655","BIMA",,
2001,"January","ID974","JAYAPURA",,
2001,"January","ID980","AMAMAPARE",,
2001,"January","ID983","JAYAPURA / SENTANI",,
2001,"January","IDADB","ADANG BAY",,
2001,"January","IDAHI","AMAHAI",,
2001,"January","IDAMB","AMBON",,
2001,"January","IDAMI","MATARAM / SELAPARANG",,
2001,"January","IDAMP","AMPENAN",,
2001,"January","IDAUN","BLANG LANCANG (ARUN)",183695,109529
2001,"January","IDBAG","BAGAN SIAPI-API",,
2001,"January","IDBAL","BALANTANG/MALILI",,
2001,"January","IDBAN","BANJARMASIN",15187548,21489566
2001,"January","IDBDJ","SAMSUDIN NOOR (U)",1890,60
2001,"January","IDBDO","HUSEIN SASTRANEGARA",632,138
2001,"January","IDBDS","BADAS SUMBAWA",,
2001,"January","IDBEJ","BERAU",,
2001,"January","IDBIT","BITUNG",,
2001,"January","IDBJU","BANYUWANGI",27737,1378
2001,"January","IDBKI","BIRING KASSI",,
2001,"January","IDBKL","BANGKALAN",,
2001,"January","IDBLC","BATU LICIN",312000,1200000
2001,"January","IDBLG","BALONGAN",,
2001,"January","IDBLI","BLINJU, BANKA",,
2001,"January","IDBLS","BENGKALIS",35246,157752
2001,"January","IDBLW","BELAWAN",87386188,2.919e+08
2001,"January","IDBMU","BIMA",10152405,3814225
2001,"January","IDBND","BANDUNG(PTT/GD BAGE)",410162,24276
2001,"January","IDBNT","BANTA ENG",,
2001,"January","IDBOA","BENOA/LOLOAN",150377,19935
2001,"January","IDBPD","BELAKANG PADANG",,
2001,"January","IDBPN","SEPINGGAN (U)",1828127,58662
2001,"January","IDBPP","BALIKPAPAN",60807931,1.964e+08
2001,"January","IDBTG","BONTANG",7140821,2061029
2001,"January","IDBTN","BINTUHAN",,
2001,"January","IDBUN","BUATAN",,
2001,"January","IDBYQ","BUNYU",254609,19513
2001,"January","IDCBN","CIREBON/PENGGUNG (U)",,
2001,"January","IDCGD","CIGADING",723600,4000000
2001,"January","IDCGK","SUKARNO HATTA (U)",1.450e+08,16001075
2001,"January","IDCXP","CILACAP",1.391e+08,7.095e+08
2001,"January","IDDAS","SINGKEP - DABO",495,708
2001,"January","IDDJB","PALMERAH/ SLT TAHA",,
2001,"January","IDDJJ","JAYAPURA / SENTANI",191964,316281
2001,"January","IDDJM","JAMBI",3276606,4906701
2001,"January","IDDPS","NGURAH RAI (U)",1836305,172911
2001,"January","IDDUM","DUMAI",13847995,64665622
2001,"January","IDENT","ENTIKONG",,
2001,"January","IDGLX","GALELA , MALUKU",,
2001,"January","IDGRE","GRESIK",7975472,1.284e+08
2001,"January","IDHLP","HLM. PERDANA KUSUMA",7752291,887552
2001,"January","IDJKT","JAKARTA / PASAR IKAN",,
2001,"January","IDJOG","ADI SUCIPTO (U)",,
2001,"January","IDJUA","JUATA TARAKAN",,
2001,"January","IDKDR","KENDARI",,
2001,"January","IDKEI","KEPI, IRIAN",,
2001,"January","IDKEN","KUALA ENOK",,
2001,"January","IDKID","PULAU KIJANG",,
2001,"January","IDKLB","KALIBARU",14516494,43272875
2001,"January","IDKLS","KUALA LANGSA",,
2001,"January","IDKRU","KRUENG R. MALAHAYATI",,
2001,"January","IDKTA","KOTA AGUNG",18547058,84957000
2001,"January","IDKTB","KOTABARU",66797,16042
2001,"January","IDKTJ","KUALA TANJUNG",8210620,22000000
2001,"January","IDKTK","KUALA TUNGKAL",415087,621382
2001,"January","IDKTP","KETAPANG JAWA TIMUR",,
2001,"January","IDLAS","LANGSA, SUMATRA",,
2001,"January","IDLEM","LEMBAR",,
2001,"January","IDLHK","LHOK NGA",,
2001,"January","IDLIN","LINGKAS TARAKAN",2303,600000
2001,"January","IDLKS","LOMBOK",,
2001,"January","IDLSW","LHOK SEUMAWE",426443,487378
2001,"January","IDLUB","LUBUK BESAR BANGKA",,
2001,"January","IDLUV","TUAL",,
2001,"January","IDLUW","LUWUK",,
2001,"January","IDMAD","MADIUN / ISWAHYUDI",,
2001,"January","IDMDC","SAM RATULANGI (U)",425186,39233
2001,"January","IDMES","MEDAN / POLONIA (U)",281943,5409
2001,"January","IDMJU","MAMUJU",,
